,text,lsvc,knn,mnb,lsvc_bin,knn_bin,mnb_bin,entities,candidate,dic_rounded,media_tri,media_bin,total
11,@UPR_Asselineau @UPR_Officiel #Asselineau #2017LeDebat #Presidentielle2017 L'erreur de François Asselineau ,2,2,2,0,0,1,François Asselineau,None,Nan,2,0,Neu
12,Zoom infos l’essentiel de l’actualités est en ligne!   #2017ledebat ,2,2,2,0,0,1,Zoom,None,0,2,0,0
13,RT @joritz_larraza: Jean Lassalle aurait été tellement plus classe que ces marauds pleins d'écus! Béarn is coming!  #2017LeDebat ,2,2,2,0,0,0,Jean Lassalle,None,1,2,0,Neu
14,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
15,"RT @MassimuPoli: Tweet le plus drôle de l'entre deux tours , fin du game. #2017LeDebat  ",2,2,2,0,1,1,Tweet,None,1,2,1,1
16,Zoom infos l’essentiel de l’actualités est en ligne!   #abonnés #2017ledebat ,2,2,2,0,0,1,Zoom,None,0,2,0,0
17,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
18,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
19,"RT @Corse_Matin: #2017LeDebat Quand t'as échappé à ce second tour et que tu regardes le débat au village , pépouze devant la TV  ",2,2,2,1,1,1,None,None,0,2,1,Neu
20,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,2,2,2,1,0,0,None,None,1,2,0,Neu
21,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
22,RT @iSleex_: #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
23,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
24,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
25,RT @TF_2B: Quand ta envie de lui niquer sa mere mais que tu te rappel que t'es en direct devant toute la France #2017LeDebat ,2,2,2,0,1,0,France,None,1,2,0,Neu
26,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
27,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
28,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
29,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,2,2,2,1,0,0,None,None,1,2,0,Neu
30,"RT @Corse_Matin: #2017LeDebat Quand t'as échappé à ce second tour et que tu regardes le débat au village , pépouze devant la TV  ",2,2,2,1,1,1,None,None,0,2,1,Neu
31,"RT @Corse_Matin: #2017LeDebat Quand t'as échappé à ce second tour et que tu regardes le débat au village , pépouze devant la TV  ",2,2,2,1,1,1,None,None,0,2,1,Neu
32,"RT @Corse_Matin: #2017LeDebat Quand t'as échappé à ce second tour et que tu regardes le débat au village , pépouze devant la TV  ",2,2,2,1,1,1,None,None,0,2,1,Neu
33,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
34,"RT @Corse_Matin: #2017LeDebat MLP ""Le conseiller santé de M. Macron est un des plus grands lobbyistes des laboratoires Servier"" ",2,2,2,0,1,0,Macron,Macron,1,2,0,Neu
35,"RT @Corse_Matin: #2017LeDebat Quand t'as échappé à ce second tour et que tu regardes le débat au village , pépouze devant la TV  ",2,2,2,1,1,1,None,None,0,2,1,Neu
36,"RT @Corse_Matin: #2017LeDebat Alors , la suite. 
Vivendi prend la décision de vendre SFR à Numéricable en avril 2014. 
E. Macron ministre en… ",2,2,0,0,1,1,"SFR,Macron",Macron,Nan,1,1,1
37,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
38,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
39,RT @iSleex_: #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
40,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,2,2,2,1,0,0,None,None,1,2,0,Neu
41,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
42,RT @iSleex_: #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
43,RT @iSleex_: #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
44,RT @iSleex_: #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
45,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,2,2,2,1,0,0,None,None,1,2,0,Neu
46,#LEmissionPolitique c'est tellement plus intéressant que #2017LeDebat ,2,2,0,0,0,0,None,None,1,1,0,1
47,RT @iSleex_: #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
48,RT @iSleex_: #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
49,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,2,2,2,1,0,0,None,None,1,2,0,Neu
50,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
51,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
52,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,2,2,2,1,0,0,None,None,1,2,0,Neu
53,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
54,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,2,2,2,1,0,0,None,None,1,2,0,Neu
55,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
56,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
57,The latest The Luc ∞ Jallois Daily!   Thanks to @GeneDexter @Nathalie2a #2017ledebat ,2,2,2,0,0,1,Jallois Daily,None,Nan,2,0,Neu
58,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
59,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
60,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
61,RT @aPiazzetta: 2-0 pour la Juve #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
62,"RT @aPiazzetta: Grazia à #2017LeDebat , i nostri dibattiti ci parenu d'un livellu più altu. Infine , guasi. Arricurdatevi :
 ",2,2,2,0,1,0,Grazia,None,Nan,2,0,Neu
63,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
64,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
65,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
66,RT @iSleex_: #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
67,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
68,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
69,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
70,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
71,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
72,RT @iSleex_: #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
73,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
74,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
75,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
76,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
77,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
78,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
79,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
80,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
81,RT @iSleex_: #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
82,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
83,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
84,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
85,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
86,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
87,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
88,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
89,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
90,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
91,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
92,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
93,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
94,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
95,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
96,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
97,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
98,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
99,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
100,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
101,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
102,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
103,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
104,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
105,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
106,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
107,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
108,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
109,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
110,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
111,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
112,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
113,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
114,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
115,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
116,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
117,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
118,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
119,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
120,RT @iSleex_: #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
121,#2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
122,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
123,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
124,"RT @Corse_Matin: #2017LeDebat E. Macron ""Mais c'est formidable de vous voir défendre les homosexuels et les juifs"" ",0,2,1,0,0,0,None,None,1,1,0,1
125,"Grazia à #2017LeDebat , i nostri dibattiti ci parenu d'un livellu più altu. Infine , guasi. Arricurdatevi :
 ",2,2,2,0,1,0,Grazia,None,Nan,2,0,Neu
126,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
127,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
128,RT @iSleex_: #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
129,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,2,2,2,1,0,0,None,None,1,2,0,Neu
130,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
131,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
132,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
133,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
134,"RT @Corse_Matin: #2017LeDebat Juste , simplement , imaginez Jean Lassalle qui rentre comme ça. ""Mes chers compatrrriotes""  ",2,2,2,0,1,0,Jean Lassalle,None,1,2,0,Neu
135,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
136,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,2,2,2,1,0,0,None,None,1,2,0,Neu
137,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
138,Notes du débat #2017LeDebat par Corse Matin : Apparemment des zéros pointés pour les 2 candidats 👍 ,2,2,2,0,1,0,"Notes,Corse Matin",None,Nan,2,0,Neu
139,"RT @Corse_Matin: #2017LeDebat Juste , simplement , imaginez Jean Lassalle qui rentre comme ça. ""Mes chers compatrrriotes""  ",2,2,2,0,1,0,Jean Lassalle,None,1,2,0,Neu
140,"RT @Corse_Matin: #2017LeDebat Plot-twist : en fait les journalistes ne sont pas là , nous sommes les seuls à les voir.  ",2,2,2,1,0,0,None,None,0,2,0,0
141,"RT @Corse_Matin: #2017LeDebat ""Regarde Jacques , ça parle d'écu , même nous on a pas connu MDRRR""  ",2,2,2,0,0,0,None,None,Nan,2,0,Neu
142,"RT @Corse_Matin: #2017LeDebat MLP ""Vos arguments ont le double de votre âge"" ",2,2,2,0,0,1,None,None,Nan,2,0,Neu
143,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
144,"RT @Corse_Matin: #2017LeDebat E. Macron ""Mais c'est formidable de vous voir défendre les homosexuels et les juifs"" ",0,2,1,0,0,0,None,None,1,1,0,1
145,"RT @Corse_Matin: #2017LeDebat Dans la liste des tweets à ressortir ce soir. (On dit ""pizze"" frate par contre)  ",2,2,2,1,1,1,None,None,0,2,1,Neu
146,RT @Corse_Matin: #2017LeDebat On rate quand même un Monaco-Juventus pour ça. ,2,2,2,0,0,0,None,None,Nan,2,0,Neu
147,"RT @Corse_Matin: 2017LeDebat MLP ""L'argent on le REND"" 
VIsiblement Marine le Pen s'était préparée à un second tour contre un autre candida… ",2,2,2,1,1,1,None,None,0,2,1,Neu
148,"RT @Corse_Matin: #2017LeDebat Alors , la suite. 
Vivendi prend la décision de vendre SFR à Numéricable en avril 2014. 
E. Macron ministre en… ",2,2,0,0,1,1,"SFR,Macron",Macron,Nan,1,1,1
149,"RT @Corse_Matin: #2017LeDebat Quand t'as échappé à ce second tour et que tu regardes le débat au village , pépouze devant la TV  ",2,2,2,1,1,1,None,None,0,2,1,Neu
150,"RT @Corse_Matin: #2017LeDebat E. Macron ""Vous n'êtes pas la candidate de l'esprit de finesse [...] Merci pour cette belle démonstration"" ",1,2,1,1,1,1,None,None,1,1,1,1
151,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
152,RT @mathieu20200: Les 2 journalistes ce soir #2017LeDebat ,2,2,2,0,1,0,None,None,Nan,2,0,Neu
153,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
154,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,2,2,2,1,0,0,None,None,1,2,0,Neu
155,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
156,The latest The Luc ∞ Jallois Daily!   Thanks to @eallam @FilippiMichel @fnacbookeur #socialmedia #2017ledebat ,2,2,2,0,0,1,Jallois Daily,None,Nan,2,0,Neu
157,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
158,"RT @MassimuPoli: Tweet le plus drôle de l'entre deux tours , fin du game. #2017LeDebat  ",2,2,2,0,1,1,Tweet,None,1,2,1,1
159,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
160,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
161,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
162,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
163,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,2,2,2,1,0,0,None,None,1,2,0,Neu
164,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
165,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
166,"RT @Corse_Matin: #2017LeDebat Désolé mais Marine Le Pen qui fait une dédicace à @KaarisOfficiel1 en planant comme l'avion de Pablo , je m'en… ",2,2,0,0,0,0,"Marine Le Pen,Pablo",LePen,1,1,0,1
167,"RT @Corse_Matin: #2017LeDebat ""Regarde Jacques , ça parle d'écu , même nous on a pas connu MDRRR""  ",2,2,2,0,0,0,None,None,Nan,2,0,Neu
168,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
169,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
170,"RT @Corse_Matin: #2017LeDebat ""Regarde Jacques , ça parle d'écu , même nous on a pas connu MDRRR""  ",2,2,2,0,0,0,None,None,Nan,2,0,Neu
171,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
172,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
173,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
174,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
175,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
176,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
177,"RT @Corse_Matin: #2017LeDebat Juste , simplement , imaginez Jean Lassalle qui rentre comme ça. ""Mes chers compatrrriotes""  ",2,2,2,0,1,0,Jean Lassalle,None,1,2,0,Neu
178,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
179,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
180,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,2,2,2,1,0,0,None,None,1,2,0,Neu
181,@macron #2017LeDebat #insoumis ,2,2,2,0,0,1,None,None,0,2,0,0
182,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
183,"RT @Corse_Matin: #2017LeDebat Désolé mais Marine Le Pen qui fait une dédicace à @KaarisOfficiel1 en planant comme l'avion de Pablo , je m'en… ",2,2,0,0,0,0,"Marine Le Pen,Pablo",LePen,1,1,0,1
184,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",2,2,2,1,1,0,Marine,LePen,Nan,2,1,Neu
185,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,2,2,2,1,1,1,None,None,Nan,2,1,Neu
