,text,lsvc,knn,mnb,lsvc_bin,knn_bin,mnb_bin,entities,candidate,dic_rounded,media_tri,media_bin,total
10,RT @AudeLucet: Est-ce que les infirmier-e-s de l'unité psychiatrie pourraient venir chercher la dame blonde qui squatte à la télé svp ? #20… ,2,2,2,0,1,0,None,None,1,2,0,Neu
11,RT @TeamMacron2017: Sans appel #2017leDebat #JeVoteMacron ,2,2,2,0,0,0,#JeVoteMacron,Macron,Nan,2,0,Neu
12,RT @lemondefr: Deux heures trente d’émission et l’impression d’avoir davantage assisté à un match de boxe qu’à un débat de présidentielle..… ,2,2,2,0,1,1,None,None,Nan,2,1,Neu
13,RT @Freezze: RT si t'as rien compris. #2017LeDebat ,2,2,2,0,1,0,None,None,0,2,0,0
14,RT @deleteitugly: Meilleur moment du débat #2017LeDebat ,2,2,1,1,1,1,Meilleur,None,Nan,2,1,Neu
15,RT @Freezze: RT si t'as rien compris. #2017LeDebat ,2,2,2,0,1,0,None,None,0,2,0,0
16,"RT @topito_com: ""Madame Le Pen , votre avis sur les impôts ? 
- NON MAIS C'EST LA FAUTE A MACRON SI LES IMPÔTS Y SONT ÉLEVÉS""#2017LeDebat ",2,2,2,0,0,0,"MAIS,MACRON SI",Macron,0,2,0,0
17,RT @Sylvqin: T'as pas besoin de parler de ton programme si t'insultes l'autre candidat pendant 3h #2017LeDébat ,2,2,2,0,1,0,None,None,Nan,2,0,Neu
18,RT @hugogelin: Le Pen parle de Macron. Macron parle de la France. #2017LeDebat ,0,2,0,0,0,0,"Macron,Macron",Macron,Nan,1,0,Neu
19,RT @tayebtounsi: On parlera d'écologie avant minuit ? #2017ledebat #RendezNousMélenchon ,2,2,0,0,1,0,None,None,Nan,1,0,Neu
20,RT @FabAngotti: Images exclusives du retour d'Emmanuel Macron dans sa loge après le débat #2017LeDebat ,2,2,2,0,1,0,"Images,Emmanuel Macron",Macron,Nan,2,0,Neu
21,"RT @NormanDesVideos: J'ai l'impression que vous vous énervez , non c'est vous qui vous énervez , non c'est vous qui vous énervez , non c'est v… ",2,0,0,0,0,0,None,None,1,1,0,1
22,"RT @EmmanuelMacron: Madame Le Pen , la France mérite mieux que vous. #2017LeDébat ",1,2,1,1,1,1,Madame Le Pen,LePen,1,1,1,1
23,"RT @EmmanuelMacron: Madame Le Pen , la France mérite mieux que vous. #2017LeDébat ",1,2,1,1,1,1,Madame Le Pen,LePen,1,1,1,1
24,"RT @NormanDesVideos: J'ai l'impression que vous vous énervez , non c'est vous qui vous énervez , non c'est vous qui vous énervez , non c'est v… ",2,0,0,0,0,0,None,None,1,1,0,1
25,"RT @EmmanuelMacron: Je respecte vos électeurs , j'entends leur colère , mais vous la manipulez. #2017LeDébat ",2,2,2,0,0,1,None,None,0,2,0,0
26,RT @EmmanuelMacron: Le pays vous importe peu. Vous n'avez pas de projet pour lui sinon celui qui consiste à vivre de la peur et des mensong… ,0,2,0,0,1,0,None,None,0,1,0,0
27,"RT @NormanDesVideos: J'ai l'impression que vous vous énervez , non c'est vous qui vous énervez , non c'est vous qui vous énervez , non c'est v… ",2,0,0,0,0,0,None,None,1,1,0,1
28,"RT @Jul_XV: ""J'ai été avocate donc je sais comment fonctionne la justice"" = ""Je suis aide soignant donc je sais opérer à cœur ouvert"" #2017… ",2,2,2,0,0,0,None,None,1,2,0,Neu
29,RT @Sylvqin: T'as pas besoin de parler de ton programme si t'insultes l'autre candidat pendant 3h #2017LeDébat ,2,2,2,0,1,0,None,None,Nan,2,0,Neu
30,RT @Sylvqin: T'as pas besoin de parler de ton programme si t'insultes l'autre candidat pendant 3h #2017LeDébat ,2,2,2,0,1,0,None,None,Nan,2,0,Neu
31,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
32,RT @Sylvqin: T'as pas besoin de parler de ton programme si t'insultes l'autre candidat pendant 3h #2017LeDébat ,2,2,2,0,1,0,None,None,Nan,2,0,Neu
33,RT @topito_com: #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
34,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
35,"RT @Freezze: ""Poudre de Perlimpinpin""  #2017LeDebat  ",2,2,2,0,0,1,None,None,Nan,2,0,Neu
36,RT @EMacron_2017: [#JeVoteMacron 🇫🇷 #2017LeDébat] E. #Macron le plus convaincant pour 63% des téléspectateurs ! 👏✌💪 ,2,2,1,0,1,1,"#JeVoteMacron,#Macron",Macron,Nan,2,1,Neu
37,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
38,RT @Marwan_FX: Attendez calmez vous. J'ai PAS (exactement) dit que je soutenais MLP. J'ai JUSTE dit que j'étais dispo pour un taf début mai… ,2,2,2,0,0,0,"PAS,MLP,JUSTE",None,Nan,2,0,Neu
39,"RT @jmaphatie: Apparemment , ils ne se sont pas serrés la main à la fin du debat... Pas étonnant , vu la violence @MLP_officiel @EmmanuelMacr… ",2,2,2,0,0,0,None,None,1,2,0,Neu
40,"RT @topito_com: ""Madame Le Pen , votre avis sur les impôts ? 
- NON MAIS C'EST LA FAUTE A MACRON SI LES IMPÔTS Y SONT ÉLEVÉS""#2017LeDebat ",2,2,2,0,0,0,"MAIS,MACRON SI",Macron,0,2,0,0
41,RT @MarianneleMag: Marine Le Pen et la sortie de l'euro : le grand grand flou #2017LeDebat    ,2,2,2,0,0,0,Marine Le Pen,LePen,1,2,0,Neu
42,RT @cyril_pouchin: Marine Le Pen se noie totalement sur la question de l'Europe. A pleurer de rire.  #2017LeDebat #LePenNon ,2,2,2,0,1,0,"Marine Le Pen,Europe,#LePenNon",LePen,0,2,0,0
43,"RT @libe: La carte blanche de Marine Le Pen :« Je n'ai pas de thème choisi , c'est une philosophie générale» #2017LeDebat  ",2,2,2,1,0,0,Marine Le Pen,LePen,Nan,2,0,Neu
44,RT @Rayanlvtt: Si Macron est élu #2017LeDebat #GrandDebat ,2,2,2,0,1,0,Macron,Macron,Nan,2,0,Neu
45,RT @EmmanuelMacron: L'un d'entre nous devra être le garant de nos institutions. Vous les menacez. Vous n'en êtes pas digne. #2017LeDébat ht… ,2,2,2,0,0,0,None,None,1,2,0,Neu
46,"RT @EmmanuelMacron: Vous êtes sous le coup d'une affaire judiciaire , pas moi. Quand les juges ne vous arrangent pas , ils sont incompétents.… ",2,2,2,1,1,0,None,None,Nan,2,1,Neu
47,"RT @Alextrxm: ""Madame Le Pen , vous pouvez nous parler de votre programme ? De vos propositions ?"" #2017LeDebat  ",2,2,0,0,1,0,None,None,Nan,1,0,Neu
48,"RT @solere92: bon boulot ce soir de @MLP_officiel qui , par son indignité , aura donné envie de voter @EmmanuelMacron au derniers hésitants #… ",2,2,2,1,1,1,None,None,1,2,1,1
49,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
50,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
51,RT @Freezze: C'est bon elle a vrillé complet #2017LeDebat ,2,2,2,0,0,0,None,None,1,2,0,Neu
52,"RT @EmmanuelMacron: Je suis debout , mais pour être debout je n'ai pas besoin de salir les étrangers ou les juges. #2017LeDébat ",2,2,2,0,1,0,None,None,0,2,0,0
53,"RT @dupontaignan: ""Contrôler les frontières ne sert à rien contre le terrorisme"" : la folie laxiste de M. Macron dévoilée au grand jour ! #… ",2,2,2,0,0,0,Macron,Macron,0,2,0,0
54,"RT @topito_com: ""Madame Le Pen , votre avis sur les impôts ? 
- NON MAIS C'EST LA FAUTE A MACRON SI LES IMPÔTS Y SONT ÉLEVÉS""#2017LeDebat ",2,2,2,0,0,0,"MAIS,MACRON SI",Macron,0,2,0,0
55,RT @EmmanuelMacron: Je suis le candidat d'une France forte dans une Europe qui protège. #2017LeDébat ,2,2,2,0,0,0,France,None,1,2,0,Neu
56,"RT @EmmanuelMacron: Sur l'euro , je ne comprends pas votre position : on revient au franc ? Il y aura deux monnaies ? À quoi servira l'euro… ",2,2,2,0,0,0,None,None,Nan,2,0,Neu
57,"RT @topito_com: ""Madame Le Pen , votre avis sur les impôts ? 
- NON MAIS C'EST LA FAUTE A MACRON SI LES IMPÔTS Y SONT ÉLEVÉS""#2017LeDebat ",2,2,2,0,0,0,"MAIS,MACRON SI",Macron,0,2,0,0
58,"RT @EmmanuelMacron: Madame Le Pen , la France mérite mieux que vous. #2017LeDébat ",1,2,1,1,1,1,Madame Le Pen,LePen,1,1,1,1
59,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
60,"RT @Poulin2012: J'imagine quand MLP va sortir du débat et demander à ses équipes ""alors j'étais comment?"" ... #2017LeDebat  ",2,2,2,0,1,0,MLP,None,Nan,2,0,Neu
61,RT @EmmanuelMacron: Nous devons avoir une tolérance zéro à l'égard du terrorisme. #2017LeDébat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
62,RT @Alextrxm: les journalistes quand ils essayent d'intervenir mais qu'ils se font couper la parole  #2017LeDebat ,2,2,2,0,1,0,None,None,Nan,2,0,Neu
63,"RT @EmmanuelMacron: Je suis debout , mais pour être debout je n'ai pas besoin de salir les étrangers ou les juges. #2017LeDébat ",2,2,2,0,1,0,None,None,0,2,0,0
64,RT @Sylvqin: T'as pas besoin de parler de ton programme si t'insultes l'autre candidat pendant 3h #2017LeDébat ,2,2,2,0,1,0,None,None,Nan,2,0,Neu
65,RT @CyrusNorth: Y'a un mec qui donne un cours d'économie à Marine Le Pen à la TV. C'est génial. #2017LeDebat ,2,2,2,1,0,0,Marine Le Pen,LePen,Nan,2,0,Neu
66,RT @hugogelin: Le Pen parle de Macron. Macron parle de la France. #2017LeDebat ,0,2,0,0,0,0,"Macron,Macron",Macron,Nan,1,0,Neu
67,RT @HJSfr: #Presidentielle2017 #Avoté #2017LeDebat #Tulle #Votons #Censure #HenonBeaumont #ToutSaufMacron #JeVoteMarine #FacebookGate #Macr… ,2,2,2,0,0,1,"#ToutSaufMacron,#JeVoteMarine",None,Nan,2,0,Neu
68,RT @Henry_Rousso: Le fossé entre l'importance politique de Le Pen et son incompétence totale sur presque tous les sujets est un problème ma… ,2,2,2,1,1,1,None,None,0,2,1,Neu
69,RT @exdrn: - t'a pas besoin d'expliquer ton programme si t'en a pas #GrandDebat2017 #2017LeDébat ,2,2,2,0,1,0,None,None,Nan,2,0,Neu
70,RT @EmmanuelMacron: #2017LeDébat en 5 minutes ! ,2,2,2,1,0,1,None,None,Nan,2,1,Neu
71,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
72,RT @Sylvqin: T'as pas besoin de parler de ton programme si t'insultes l'autre candidat pendant 3h #2017LeDébat ,2,2,2,0,1,0,None,None,Nan,2,0,Neu
73,RT @siramann: Apercu ce matin 12h apres le débat  #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
74,RT @EmmanuelMacron: Je veux présider le pays. #2017LeDébat ,2,2,1,1,1,1,None,None,Nan,2,1,Neu
75,RT @Marwan_FX: Attendez calmez vous. J'ai PAS (exactement) dit que je soutenais MLP. J'ai JUSTE dit que j'étais dispo pour un taf début mai… ,2,2,2,0,0,0,"PAS,MLP,JUSTE",None,Nan,2,0,Neu
76,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
77,RT @Freezze: RT si t'as rien compris. #2017LeDebat ,2,2,2,0,1,0,None,None,0,2,0,0
78,"RT @Jul_XV: ""J'ai été avocate donc je sais comment fonctionne la justice"" = ""Je suis aide soignant donc je sais opérer à cœur ouvert"" #2017… ",2,2,2,0,0,0,None,None,1,2,0,Neu
79,RT @EmmanuelMacron: Vous avez été contre toutes les réformes proposées par l'Union européenne pour lutter contre le terrorisme. #2017LeDéba… ,2,2,2,0,0,0,None,None,0,2,0,0
80,RT @Freezze: RT si t'as rien compris. #2017LeDebat ,2,2,2,0,1,0,None,None,0,2,0,0
81,RT @exdrn: - t'a pas besoin d'expliquer ton programme si t'en a pas #GrandDebat2017 #2017LeDébat ,2,2,2,0,1,0,None,None,Nan,2,0,Neu
82,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
83,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
84,"RT @dupontaignan: M.Macron , petit télégraphiste de Mme Merkel , veut appliquer la feuille  de route de Bruxelles avec l'argent des Français.… ",2,2,2,0,0,0,"Mme Merkel,Bruxelles,Français",None,0,2,0,0
85,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
86,"RT @Freezze: ""Poudre de Perlimpinpin""  #2017LeDebat  ",2,2,2,0,0,1,None,None,Nan,2,0,Neu
87,"RT @achrisafis: Macron tells Le Pen you'd bring ""civil war"" to France , you'd ""divide"" France , ""that's what the terrorists want"" #2017LeDebat ",2,2,2,0,1,0,"Macron,France,France",Macron,Nan,2,0,Neu
88,RT @AudeBaron: Le Pen qui accuse Macron d'avoir des soutiens louches. Et pendant ce temps... #2017leDebat ,2,2,2,0,0,1,Macron,Macron,0,2,0,0
89,RT @HJSfr: #Presidentielle2017 #Avoté #2017LeDebat #Tulle #Votons #Censure #HenonBeaumont #ToutSaufMacron #JeVoteMarine #FacebookGate #Macr… ,2,2,2,0,0,1,"#ToutSaufMacron,#JeVoteMarine",None,Nan,2,0,Neu
90,RT @HJSfr: #Presidentielle2017 #Avoté #2017LeDebat #Tulle #Votons #Censure #HenonBeaumont #ToutSaufMacron #JeVoteMarine #FacebookGate #Macr… ,2,2,2,0,0,1,"#ToutSaufMacron,#JeVoteMarine",None,Nan,2,0,Neu
91,RT @pandisama_: CEST DE LA POUDRE DE PERLIMPIMPIMMMMMMM SALOOOOOPEEEEEEEE #2017LeDebat ,2,2,2,0,0,0,"CEST DE LA,POUDRE DE",None,Nan,2,0,Neu
92,RT @libe: Marine Le Pen raconte (encore) n'importe quoi sur les fichés S : elle est en roue libre #2017LeDebat   ,2,2,2,0,0,0,Marine Le Pen,LePen,Nan,2,0,Neu
93,RT @Marwan_FX: Attendez calmez vous. J'ai PAS (exactement) dit que je soutenais MLP. J'ai JUSTE dit que j'étais dispo pour un taf début mai… ,2,2,2,0,0,0,"PAS,MLP,JUSTE",None,Nan,2,0,Neu
94,"RT @Sylvqin: *Macron tire un mot au hasard*
""putain je vais jamais réussir à caler ça""
#2017LeDébat  ",2,2,0,1,1,1,Macron,Macron,0,1,1,1
95,"RT @Sylvqin: Quand Marine défend les juifs pendant un débat 
#2017LeDébat  ",2,2,2,1,1,1,Quand Marine,LePen,Nan,2,1,Neu
96,RT @Freezze: C'est bon elle a vrillé complet #2017LeDebat ,2,2,2,0,0,0,None,None,1,2,0,Neu
97,RT @HJSfr: #Presidentielle2017 #Avoté #2017LeDebat #Tulle #Votons #Censure #HenonBeaumont #ToutSaufMacron #JeVoteMarine #FacebookGate #Macr… ,2,2,2,0,0,1,"#ToutSaufMacron,#JeVoteMarine",None,Nan,2,0,Neu
98,"RT @EmmanuelMacron: Madame Le Pen , la France mérite mieux que vous. #2017LeDébat ",1,2,1,1,1,1,Madame Le Pen,LePen,1,1,1,1
99,"RT @MardiMondain: Qui soutenez-vous pour le 2nd tour? 🇫🇷
Lançons le GRAND sondage citoyen!
1•Votez 
2•Retweetez 
#2017LeDebat   
#ElectionP… ",2,2,2,0,0,0,GRAND,None,0,2,0,0
100,RT @Sylvqin: Le mec est furtif ! Qui l'a vu ? #2017LeDébat ,2,2,2,0,0,0,None,None,0,2,0,0
101,RT @tristanbelotti: Putain ... j'aime internet 😂 #2017LeDebat ,0,2,1,0,1,1,Putain,None,Nan,1,1,1
102,#Presidentielle2017 #Avoté #2017LeDebat #Tulle #Votons #Censure #HenonBeaumont #ToutSaufMacron #JeVoteMarine… ,2,2,2,0,0,1,"#ToutSaufMacron,#JeVoteMarine",None,Nan,2,0,Neu
103,"@Chevalfou2 @TheJeremi8 @laurentbaheux @Pierre_FN_ @greenpeacefr MLP faisait pitié pdt #2017LeDebat , était ridicule…  ",2,2,2,0,1,0,MLP,None,0,2,0,0
104,RT @deleteitugly: Meilleur moment du débat #2017LeDebat ,2,2,1,1,1,1,Meilleur,None,Nan,2,1,Neu
105,"RT @EmmanuelMacron: 80% des médicaments sont faits à l'étranger. Comme avec vous , on va taxer les importations , le prix des médicaments aug… ",2,2,2,0,1,0,None,None,1,2,0,Neu
106,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
107,RT @MarianneleMag: [VIDEO] Retraite à 60 ans dès 2017 : découvrez le nouveau retournement de veste de Marine Le Pen ! #2017LeDebat ,2,2,2,0,1,0,Marine Le Pen,LePen,1,2,0,Neu
108,"RT @cdion: RIP l'écologie (climat , extinction des espèces , déforestation , pollution de l'air , ressources naturelles...) Rien d'important !#… ",0,2,0,1,1,0,RIP,None,0,1,1,1
109,RT @EmmanuelMacron: Vous allez creuser le déficit ou la dette et c'est nos enfants qui payeront. Je ne veux aucune de ces solutions. #2017L… ,2,2,2,1,1,1,None,None,0,2,1,Neu
110,"RT @Freezze: ""Excusez moi mais ... Mais .. Pourrait on évoquer le ... S'il vous plait ? Est ce que ... Oh et puis démerdez vous tiens""  #20… ",2,2,0,0,1,0,None,None,Nan,1,0,Neu
111,"RT @EmmanuelMacron: Madame Le Pen , la France mérite mieux que vous. #2017LeDébat ",1,2,1,1,1,1,Madame Le Pen,LePen,1,1,1,1
112,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
113,RT @Freezze: RT si t'as rien compris. #2017LeDebat ,2,2,2,0,1,0,None,None,0,2,0,0
114,"RT @s_assbague: Impressionnante la manière dont Le Pen enchaîne mensonges sur mensonges ,  amalgames sur amalgames  ; approximations. #2017Le… ",2,2,2,0,0,1,None,None,0,2,0,0
115,"RT @Marwan_FX: ""Je vous ai avec courtoisie laissé faire"". Cette simple phrase résume 30 ans de normalisation et de victoire idéologique du… ",2,2,2,0,1,0,None,None,1,2,0,Neu
116,"RT @Marwan_FX: Il faut profondément mépriser son peuple pour n'avoir rien d'autre à lui proposer que peur , division et rejet de l'autre. #2… ",0,2,0,0,0,0,None,None,0,1,0,0
117,RT @EmmanuelMacron: La France est une civilisation ouverte. Tout le contraire de ce que vous portez. #2017LeDébat ,2,2,2,0,0,0,None,None,Nan,2,0,Neu
118,RT @hugogelin: Le Pen parle de Macron. Macron parle de la France. #2017LeDebat ,0,2,0,0,0,0,"Macron,Macron",Macron,Nan,1,0,Neu
119,RT @EmmanuelMacron: Ça fait à peu près 3 minutes que Mme Le Pen nous explique sa stratégie pour lutter contre le chômage en France. Elle n'… ,2,2,2,0,1,0,France,None,0,2,0,0
120,"RT @gaetan: C’est important s’il vous plait 

#2017LeDebat  ",2,2,2,0,0,1,None,None,1,2,0,Neu
121,RT @AudeBaron: Le Pen qui accuse Macron d'avoir des soutiens louches. Et pendant ce temps... #2017leDebat ,2,2,2,0,0,1,Macron,Macron,0,2,0,0
122,RT @Marwan_FX: Attendez calmez vous. J'ai PAS (exactement) dit que je soutenais MLP. J'ai JUSTE dit que j'étais dispo pour un taf début mai… ,2,2,2,0,0,0,"PAS,MLP,JUSTE",None,Nan,2,0,Neu
123,RT @ericcoquerel: Pour répliquer à @MLP_officiel sur le terrorisme @EmmanuelMacron aurait mieux fait de regarder @Simonnet2 #2017LeDebat ht… ,2,2,2,1,0,0,None,None,0,2,0,0
124,RT @lDontGiveUp: Quand y a légumes et poisson à la cantine le midi #2017LeDebat ,2,2,2,1,0,1,None,None,Nan,2,1,Neu
125,"RT @Marine2017_EN: 🔴KEY PHRASE ""Mr #Macron , in any case , #France will be governed by a #Woman: either ME or Mrs. #MERKEL !"" #2017LeDebat @M… ",2,2,2,0,0,0,"KEY,#Macron",Macron,Nan,2,0,Neu
126,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
127,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
128,"RT @EmmanuelMacron: Jamais , contrairement à vous , je n'ai profité de la détresse des gens. #2017LeDébat ",2,2,2,0,0,1,None,None,0,2,0,0
129,"RT @MardiMondain: Qui soutenez-vous pour le 2nd tour? 🇫🇷
Lançons le GRAND sondage citoyen!
1•Votez 
2•Retweetez 
#2017LeDebat   
#ElectionP… ",2,2,2,0,0,0,GRAND,None,0,2,0,0
130,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
131,"RT @NasNacera: Pendant ce temps la à Nice , des électeurs FN croisent les doigts pour.... qu'il y'ait un attentat pour que MLP gagne. #2017L… ",2,2,2,1,1,0,None,None,Nan,2,1,Neu
132,RT @EmmanuelMacron: J'ai passé du temps avec les salariés de Whirlpool. Je ne me suis pas contenté de faire des selfies. #2017LeDébat ,2,2,2,0,0,0,Whirlpool,None,0,2,0,0
133,"RT @EmmanuelMacron: Madame Le Pen , vous êtes en train de lire une fiche qui ne correspond pas au dossier que vous avez cité. #2017LeDébat h… ",2,2,2,0,0,1,Madame Le Pen,LePen,Nan,2,0,Neu
134,RT @Alextrxm: moi devant le débat #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
135,RT @Jliabht: On peut faire comme dans Chéri c'est moi le Chef et muter MLP svp ? #2017LeDebat ,2,2,2,0,0,0,"Chéri,MLP",None,Nan,2,0,Neu
136,RT @EmmanuelMacron: Le pays vous importe peu. Vous n'avez pas de projet pour lui sinon celui qui consiste à vivre de la peur et des mensong… ,0,2,0,0,1,0,None,None,0,1,0,0
137,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,2,2,2,0,1,0,None,None,1,2,0,Neu
138,@chrisjaku @MuseeLouvre Oh comme pendant le #2017LeDebat @chrisjaku est d'une efficacité redoutable... 😂 Il dit à 1… ,2,2,2,0,0,0,None,None,1,2,0,Neu
139,RT @EmmanuelMacron: Je n'étais pas ministre quand SFR a été vendu. #2017LeDébat ,2,2,2,1,1,0,None,None,Nan,2,1,Neu
140,RT @EmmanuelMacron: Ça fait à peu près 3 minutes que Mme Le Pen nous explique sa stratégie pour lutter contre le chômage en France. Elle n'… ,2,2,2,0,1,0,France,None,0,2,0,0
141,RT @lerirejaune: #2017LeDebat ,2,2,2,0,0,1,None,None,Nan,2,0,Neu
142,"RT @EmmanuelMacron: Face à votre esprit de défaite , je porte un esprit de conquête. Nous sommes forts dans le monde , et je veux le changer.… ",2,2,2,1,1,1,Face,None,1,2,1,1
143,"RT @dupontaignan: M.Macron , petit télégraphiste de Mme Merkel , veut appliquer la feuille  de route de Bruxelles avec l'argent des Français.… ",2,2,2,0,0,0,"Mme Merkel,Bruxelles,Français",None,0,2,0,0
144,RT @EmmanuelMacron: Vous avez démontré que vous n'êtes pas la candidate d'un débat démocratique ouvert. #2017LeDébat ,2,2,2,0,1,0,None,None,Nan,2,0,Neu
145,RT @lDontGiveUp: Quand y a légumes et poisson à la cantine le midi #2017LeDebat ,2,2,2,1,0,1,None,None,Nan,2,1,Neu
146,RT @hugogelin: Le Pen parle de Macron. Macron parle de la France. #2017LeDebat ,0,2,0,0,0,0,"Macron,Macron",Macron,Nan,1,0,Neu
147,RT @Sylvqin: T'as pas besoin de parler de ton programme si t'insultes l'autre candidat pendant 3h #2017LeDébat ,2,2,2,0,1,0,None,None,Nan,2,0,Neu
148,RT @hugogelin: Le Pen parle de Macron. Macron parle de la France. #2017LeDebat ,0,2,0,0,0,0,"Macron,Macron",Macron,Nan,1,0,Neu
149,RT @julienbellver: Pas une seule note sur la table pour Macron. Une bibliothèque sur celle de MLP #2017LeDébat ,2,2,1,1,0,1,"Macron,MLP",Macron,0,2,1,Neu
150,"RT @BaruchPascal: Le Pen présidente ? 
""Une chaise , une table , un banc sera élu plutôt qu'elle dans ce pays."" #RendezNousMelenchon #LeGrand… ",2,2,2,0,1,0,None,None,0,2,0,0
151,RT @Alextrxm: les journalistes quand ils essayent d'intervenir mais qu'ils se font couper la parole  #2017LeDebat ,2,2,2,0,1,0,None,None,Nan,2,0,Neu
152,RT @pandisama_: CEST DE LA POUDRE DE PERLIMPIMPIMMMMMMM SALOOOOOPEEEEEEEE #2017LeDebat ,2,2,2,0,0,0,"CEST DE LA,POUDRE DE",None,Nan,2,0,Neu
153,RT @FRANCE24: 🔴 مباشر - #الانتخابات_الفرنسية 🇫🇷 تابعوا المناظرة بين إيمانويل ماكرون ومارين لوبان مباشرة على فرانس 24 #2017LeDebat ,2,2,2,0,0,1,"مباشر,تابعوا,بين,إيمانويل,ماكرون,ومارين,لوبان,على",None,Nan,2,0,Neu
