,text,dic_rounded,lsvc,knn,mnb,lsvc_bin,knn_bin,mnb_bin
24,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
25,RT @TF_2B: Quand ta envie de lui niquer sa mere mais que tu te rappel que t'es en direct devant toute la France #2017LeDebat ,1,2,2,2,0,1,0
26,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
27,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
28,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
29,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,1,2,2,2,1,0,0
30,"RT @Corse_Matin: #2017LeDebat Quand t'as échappé à ce second tour et que tu regardes le débat au village , pépouze devant la TV  ",0,2,2,2,1,1,1
31,"RT @Corse_Matin: #2017LeDebat Quand t'as échappé à ce second tour et que tu regardes le débat au village , pépouze devant la TV  ",0,2,2,2,1,1,1
32,"RT @Corse_Matin: #2017LeDebat Quand t'as échappé à ce second tour et que tu regardes le débat au village , pépouze devant la TV  ",0,2,2,2,1,1,1
33,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
34,"RT @Corse_Matin: #2017LeDebat MLP ""Le conseiller santé de M. Macron est un des plus grands lobbyistes des laboratoires Servier"" ",1,2,2,2,0,1,0
35,"RT @Corse_Matin: #2017LeDebat Quand t'as échappé à ce second tour et que tu regardes le débat au village , pépouze devant la TV  ",0,2,2,2,1,1,1
36,"RT @Corse_Matin: #2017LeDebat Alors , la suite. 
Vivendi prend la décision de vendre SFR à Numéricable en avril 2014. 
E. Macron ministre en… ",Nan,2,2,0,0,1,1
37,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
38,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
39,RT @iSleex_: #2017LeDebat ,Nan,2,2,2,0,0,1
40,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,1,2,2,2,1,0,0
41,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
42,RT @iSleex_: #2017LeDebat ,Nan,2,2,2,0,0,1
43,RT @iSleex_: #2017LeDebat ,Nan,2,2,2,0,0,1
44,RT @iSleex_: #2017LeDebat ,Nan,2,2,2,0,0,1
45,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,1,2,2,2,1,0,0
46,#LEmissionPolitique c'est tellement plus intéressant que #2017LeDebat ,1,2,2,0,0,0,0
47,RT @iSleex_: #2017LeDebat ,Nan,2,2,2,0,0,1
48,RT @iSleex_: #2017LeDebat ,Nan,2,2,2,0,0,1
49,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,1,2,2,2,1,0,0
50,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
51,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
52,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,1,2,2,2,1,0,0
53,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
54,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,1,2,2,2,1,0,0
55,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
56,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
57,The latest The Luc ∞ Jallois Daily!   Thanks to @GeneDexter @Nathalie2a #2017ledebat ,Nan,2,2,2,0,0,1
58,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
59,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
60,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
61,RT @aPiazzetta: 2-0 pour la Juve #2017LeDebat ,Nan,2,2,2,0,0,1
62,"RT @aPiazzetta: Grazia à #2017LeDebat , i nostri dibattiti ci parenu d'un livellu più altu. Infine , guasi. Arricurdatevi :
 ",Nan,2,2,2,0,1,0
63,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
64,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
65,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
66,RT @iSleex_: #2017LeDebat ,Nan,2,2,2,0,0,1
67,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
68,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
69,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
70,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
71,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
72,RT @iSleex_: #2017LeDebat ,Nan,2,2,2,0,0,1
73,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
74,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
75,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
76,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
77,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
78,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
79,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
80,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
81,RT @iSleex_: #2017LeDebat ,Nan,2,2,2,0,0,1
82,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
83,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
84,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
85,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
86,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
87,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
88,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
89,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
90,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
91,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
92,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
93,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
94,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
95,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
96,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
97,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
98,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
99,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
100,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
101,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
102,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
103,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
104,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
105,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
106,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
107,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
108,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
109,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
110,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
111,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
112,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
113,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
114,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
115,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
116,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
117,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
118,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
119,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
120,RT @iSleex_: #2017LeDébat ,Nan,2,2,2,0,0,1
121,#2017LeDébat ,Nan,2,2,2,0,0,1
122,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
123,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
124,"RT @Corse_Matin: #2017LeDebat E. Macron ""Mais c'est formidable de vous voir défendre les homosexuels et les juifs"" ",1,0,2,1,0,0,0
125,"Grazia à #2017LeDebat , i nostri dibattiti ci parenu d'un livellu più altu. Infine , guasi. Arricurdatevi :
 ",Nan,2,2,2,0,1,0
126,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
127,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
128,RT @iSleex_: #2017LeDebat ,Nan,2,2,2,0,0,1
129,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,1,2,2,2,1,0,0
130,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
131,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
132,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
133,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
134,"RT @Corse_Matin: #2017LeDebat Juste , simplement , imaginez Jean Lassalle qui rentre comme ça. ""Mes chers compatrrriotes""  ",1,2,2,2,0,1,0
135,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
136,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,1,2,2,2,1,0,0
137,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
138,Notes du débat #2017LeDebat par Corse Matin : Apparemment des zéros pointés pour les 2 candidats 👍 ,Nan,2,2,2,0,1,0
139,"RT @Corse_Matin: #2017LeDebat Juste , simplement , imaginez Jean Lassalle qui rentre comme ça. ""Mes chers compatrrriotes""  ",1,2,2,2,0,1,0
140,"RT @Corse_Matin: #2017LeDebat Plot-twist : en fait les journalistes ne sont pas là , nous sommes les seuls à les voir.  ",0,2,2,2,1,0,0
141,"RT @Corse_Matin: #2017LeDebat ""Regarde Jacques , ça parle d'écu , même nous on a pas connu MDRRR""  ",Nan,2,2,2,0,0,0
142,"RT @Corse_Matin: #2017LeDebat MLP ""Vos arguments ont le double de votre âge"" ",Nan,2,2,2,0,0,1
143,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
144,"RT @Corse_Matin: #2017LeDebat E. Macron ""Mais c'est formidable de vous voir défendre les homosexuels et les juifs"" ",1,0,2,1,0,0,0
145,"RT @Corse_Matin: #2017LeDebat Dans la liste des tweets à ressortir ce soir. (On dit ""pizze"" frate par contre)  ",0,2,2,2,1,1,1
146,RT @Corse_Matin: #2017LeDebat On rate quand même un Monaco-Juventus pour ça. ,Nan,2,2,2,0,0,0
147,"RT @Corse_Matin: 2017LeDebat MLP ""L'argent on le REND"" 
VIsiblement Marine le Pen s'était préparée à un second tour contre un autre candida… ",0,2,2,2,1,1,1
148,"RT @Corse_Matin: #2017LeDebat Alors , la suite. 
Vivendi prend la décision de vendre SFR à Numéricable en avril 2014. 
E. Macron ministre en… ",Nan,2,2,0,0,1,1
149,"RT @Corse_Matin: #2017LeDebat Quand t'as échappé à ce second tour et que tu regardes le débat au village , pépouze devant la TV  ",0,2,2,2,1,1,1
150,"RT @Corse_Matin: #2017LeDebat E. Macron ""Vous n'êtes pas la candidate de l'esprit de finesse [...] Merci pour cette belle démonstration"" ",1,1,2,1,1,1,1
151,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
152,RT @mathieu20200: Les 2 journalistes ce soir #2017LeDebat ,Nan,2,2,2,0,1,0
153,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
154,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,1,2,2,2,1,0,0
155,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
156,The latest The Luc ∞ Jallois Daily!   Thanks to @eallam @FilippiMichel @fnacbookeur #socialmedia #2017ledebat ,Nan,2,2,2,0,0,1
157,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
158,"RT @MassimuPoli: Tweet le plus drôle de l'entre deux tours , fin du game. #2017LeDebat  ",1,2,2,2,0,1,1
159,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
160,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
161,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
162,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
163,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,1,2,2,2,1,0,0
164,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
165,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
166,"RT @Corse_Matin: #2017LeDebat Désolé mais Marine Le Pen qui fait une dédicace à @KaarisOfficiel1 en planant comme l'avion de Pablo , je m'en… ",1,2,2,0,0,0,0
167,"RT @Corse_Matin: #2017LeDebat ""Regarde Jacques , ça parle d'écu , même nous on a pas connu MDRRR""  ",Nan,2,2,2,0,0,0
168,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
169,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
170,"RT @Corse_Matin: #2017LeDebat ""Regarde Jacques , ça parle d'écu , même nous on a pas connu MDRRR""  ",Nan,2,2,2,0,0,0
171,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
172,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
173,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
174,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
175,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
176,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
177,"RT @Corse_Matin: #2017LeDebat Juste , simplement , imaginez Jean Lassalle qui rentre comme ça. ""Mes chers compatrrriotes""  ",1,2,2,2,0,1,0
178,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
179,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
180,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,1,2,2,2,1,0,0
181,@macron #2017LeDebat #insoumis ,0,2,2,2,0,0,1
182,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
183,"RT @Corse_Matin: #2017LeDebat Désolé mais Marine Le Pen qui fait une dédicace à @KaarisOfficiel1 en planant comme l'avion de Pablo , je m'en… ",1,2,2,0,0,0,0
184,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
185,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
186,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
187,"RT @Corse_Matin: #2017LeDebat Dans la liste des tweets à ressortir ce soir. (On dit ""pizze"" frate par contre)  ",0,2,2,2,1,1,1
188,RT @iSleex_: #2017LeDebat ,Nan,2,2,2,0,0,1
189,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,1,2,2,2,1,0,0
190,"Ah! Vous l'avez reprise un moment , alors du coup? Ça a du être fugace , pas fais gaffe. #2017Ledebat  ",0,2,2,2,0,0,0
191,"RT @Corse_Matin: #2017LeDebat Dans la liste des tweets à ressortir ce soir. (On dit ""pizze"" frate par contre)  ",0,2,2,2,1,1,1
192,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
193,"RT @Corse_Matin: #2017LeDebat Quand t'as échappé à ce second tour et que tu regardes le débat au village , pépouze devant la TV  ",0,2,2,2,1,1,1
194,"RT @Corse_Matin: #2017LeDebat Désolé mais Marine Le Pen qui fait une dédicace à @KaarisOfficiel1 en planant comme l'avion de Pablo , je m'en… ",1,2,2,0,0,0,0
195,RT @iSleex_: #2017LeDebat ,Nan,2,2,2,0,0,1
196,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
197,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
198,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
199,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
200,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
201,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
202,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
203,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
204,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
205,"RT @Corse_Matin: #2017LeDebat Dans la liste des tweets à ressortir ce soir. (On dit ""pizze"" frate par contre)  ",0,2,2,2,1,1,1
206,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
207,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
208,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
209,"RT @Corse_Matin: #2017LeDebat Juste , simplement , imaginez Jean Lassalle qui rentre comme ça. ""Mes chers compatrrriotes""  ",1,2,2,2,0,1,0
210,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
211,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
212,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
213,RT @TF_2B: Quand ta envie de lui niquer sa mere mais que tu te rappel que t'es en direct devant toute la France #2017LeDebat ,1,2,2,2,0,1,0
214,RT @iSleex_: #2017LeDebat ,Nan,2,2,2,0,0,1
215,RT @Corse_Matin: #2017LeDebat Quand tu ramène ta poudre de perlimpimpin à la Présidentielles ,Nan,2,2,2,1,1,1
216,RT @iSleex_: qd elle te regarde comme ça t'as tout gagné #2017LeDebat ,1,2,2,2,1,0,0
217,"RT @dounss_nia: @GRADIDUR quand il s'ennuie il prend des hélicos ,il Va voir en didi la #LDC , moi quand je m'ennuie je snap Marine LEPEN 😂😅#… ",Nan,2,2,2,1,1,0
