,Unnamed: 0,text,dic_rounded,lsvc,knn,mnb,lsvc_bin,knn_bin,mnb_bin,entities,candidate
55,55,RT @EmmanuelMacron: Je suis le candidat d'une France forte dans une Europe qui protège. #2017LeDébat ,1,2,2,2,0,0,0,France,None
56,56,"RT @EmmanuelMacron: Sur l'euro , je ne comprends pas votre position : on revient au franc ? Il y aura deux monnaies ? À quoi servira l'euro… ",Nan,2,2,2,0,0,0,None,None
57,57,"RT @topito_com: ""Madame Le Pen , votre avis sur les impôts ? 
- NON MAIS C'EST LA FAUTE A MACRON SI LES IMPÔTS Y SONT ÉLEVÉS""#2017LeDebat ",0,2,2,2,0,0,0,"MAIS,MACRON SI",Macron
58,58,"RT @EmmanuelMacron: Madame Le Pen , la France mérite mieux que vous. #2017LeDébat ",1,1,2,1,1,1,1,Madame Le Pen,LePen
59,59,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,1,2,2,2,0,1,0,None,None
60,60,"RT @Poulin2012: J'imagine quand MLP va sortir du débat et demander à ses équipes ""alors j'étais comment?"" ... #2017LeDebat  ",Nan,2,2,2,0,1,0,MLP,None
61,61,RT @EmmanuelMacron: Nous devons avoir une tolérance zéro à l'égard du terrorisme. #2017LeDébat ,Nan,2,2,2,0,0,1,None,None
62,62,RT @Alextrxm: les journalistes quand ils essayent d'intervenir mais qu'ils se font couper la parole  #2017LeDebat ,Nan,2,2,2,0,1,0,None,None
63,63,"RT @EmmanuelMacron: Je suis debout , mais pour être debout je n'ai pas besoin de salir les étrangers ou les juges. #2017LeDébat ",0,2,2,2,0,1,0,None,None
64,64,RT @Sylvqin: T'as pas besoin de parler de ton programme si t'insultes l'autre candidat pendant 3h #2017LeDébat ,Nan,2,2,2,0,1,0,None,None
65,65,RT @CyrusNorth: Y'a un mec qui donne un cours d'économie à Marine Le Pen à la TV. C'est génial. #2017LeDebat ,Nan,2,2,2,1,0,0,Marine Le Pen,LePen
66,66,RT @hugogelin: Le Pen parle de Macron. Macron parle de la France. #2017LeDebat ,Nan,0,2,0,0,0,0,"Macron,Macron",Macron
67,67,RT @HJSfr: #Presidentielle2017 #Avoté #2017LeDebat #Tulle #Votons #Censure #HenonBeaumont #ToutSaufMacron #JeVoteMarine #FacebookGate #Macr… ,Nan,2,2,2,0,0,1,"#ToutSaufMacron,#JeVoteMarine",None
68,68,RT @Henry_Rousso: Le fossé entre l'importance politique de Le Pen et son incompétence totale sur presque tous les sujets est un problème ma… ,0,2,2,2,1,1,1,None,None
69,69,RT @exdrn: - t'a pas besoin d'expliquer ton programme si t'en a pas #GrandDebat2017 #2017LeDébat ,Nan,2,2,2,0,1,0,None,None
70,70,RT @EmmanuelMacron: #2017LeDébat en 5 minutes ! ,Nan,2,2,2,1,0,1,None,None
71,71,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,1,2,2,2,0,1,0,None,None
72,72,RT @Sylvqin: T'as pas besoin de parler de ton programme si t'insultes l'autre candidat pendant 3h #2017LeDébat ,Nan,2,2,2,0,1,0,None,None
73,73,RT @siramann: Apercu ce matin 12h apres le débat  #2017LeDebat ,Nan,2,2,2,0,0,1,None,None
74,74,RT @EmmanuelMacron: Je veux présider le pays. #2017LeDébat ,Nan,2,2,1,1,1,1,None,None
75,75,RT @Marwan_FX: Attendez calmez vous. J'ai PAS (exactement) dit que je soutenais MLP. J'ai JUSTE dit que j'étais dispo pour un taf début mai… ,Nan,2,2,2,0,0,0,"PAS,MLP,JUSTE",None
76,76,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,1,2,2,2,0,1,0,None,None
77,77,RT @Freezze: RT si t'as rien compris. #2017LeDebat ,0,2,2,2,0,1,0,None,None
78,78,"RT @Jul_XV: ""J'ai été avocate donc je sais comment fonctionne la justice"" = ""Je suis aide soignant donc je sais opérer à cœur ouvert"" #2017… ",1,2,2,2,0,0,0,None,None
79,79,RT @EmmanuelMacron: Vous avez été contre toutes les réformes proposées par l'Union européenne pour lutter contre le terrorisme. #2017LeDéba… ,0,2,2,2,0,0,0,None,None
80,80,RT @Freezze: RT si t'as rien compris. #2017LeDebat ,0,2,2,2,0,1,0,None,None
81,81,RT @exdrn: - t'a pas besoin d'expliquer ton programme si t'en a pas #GrandDebat2017 #2017LeDébat ,Nan,2,2,2,0,1,0,None,None
82,82,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,1,2,2,2,0,1,0,None,None
83,83,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,1,2,2,2,0,1,0,None,None
84,84,"RT @dupontaignan: M.Macron , petit télégraphiste de Mme Merkel , veut appliquer la feuille  de route de Bruxelles avec l'argent des Français.… ",0,2,2,2,0,0,0,"Mme Merkel,Bruxelles,Français",None
85,85,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,1,2,2,2,0,1,0,None,None
86,86,"RT @Freezze: ""Poudre de Perlimpinpin""  #2017LeDebat  ",Nan,2,2,2,0,0,1,None,None
87,87,"RT @achrisafis: Macron tells Le Pen you'd bring ""civil war"" to France , you'd ""divide"" France , ""that's what the terrorists want"" #2017LeDebat ",Nan,2,2,2,0,1,0,"Macron,France,France",Macron
88,88,RT @AudeBaron: Le Pen qui accuse Macron d'avoir des soutiens louches. Et pendant ce temps... #2017leDebat ,0,2,2,2,0,0,1,Macron,Macron
89,89,RT @HJSfr: #Presidentielle2017 #Avoté #2017LeDebat #Tulle #Votons #Censure #HenonBeaumont #ToutSaufMacron #JeVoteMarine #FacebookGate #Macr… ,Nan,2,2,2,0,0,1,"#ToutSaufMacron,#JeVoteMarine",None
90,90,RT @HJSfr: #Presidentielle2017 #Avoté #2017LeDebat #Tulle #Votons #Censure #HenonBeaumont #ToutSaufMacron #JeVoteMarine #FacebookGate #Macr… ,Nan,2,2,2,0,0,1,"#ToutSaufMacron,#JeVoteMarine",None
91,91,RT @pandisama_: CEST DE LA POUDRE DE PERLIMPIMPIMMMMMMM SALOOOOOPEEEEEEEE #2017LeDebat ,Nan,2,2,2,0,0,0,"CEST DE LA,POUDRE DE",None
92,92,RT @libe: Marine Le Pen raconte (encore) n'importe quoi sur les fichés S : elle est en roue libre #2017LeDebat   ,Nan,2,2,2,0,0,0,Marine Le Pen,LePen
93,93,RT @Marwan_FX: Attendez calmez vous. J'ai PAS (exactement) dit que je soutenais MLP. J'ai JUSTE dit que j'étais dispo pour un taf début mai… ,Nan,2,2,2,0,0,0,"PAS,MLP,JUSTE",None
94,94,"RT @Sylvqin: *Macron tire un mot au hasard*
""putain je vais jamais réussir à caler ça""
#2017LeDébat  ",0,2,2,0,1,1,1,Macron,Macron
95,95,"RT @Sylvqin: Quand Marine défend les juifs pendant un débat 
#2017LeDébat  ",Nan,2,2,2,1,1,1,Quand Marine,LePen
96,96,RT @Freezze: C'est bon elle a vrillé complet #2017LeDebat ,1,2,2,2,0,0,0,None,None
97,97,RT @HJSfr: #Presidentielle2017 #Avoté #2017LeDebat #Tulle #Votons #Censure #HenonBeaumont #ToutSaufMacron #JeVoteMarine #FacebookGate #Macr… ,Nan,2,2,2,0,0,1,"#ToutSaufMacron,#JeVoteMarine",None
98,98,"RT @EmmanuelMacron: Madame Le Pen , la France mérite mieux que vous. #2017LeDébat ",1,1,2,1,1,1,1,Madame Le Pen,LePen
99,99,"RT @MardiMondain: Qui soutenez-vous pour le 2nd tour? 🇫🇷
Lançons le GRAND sondage citoyen!
1•Votez 
2•Retweetez 
#2017LeDebat   
#ElectionP… ",0,2,2,2,0,0,0,GRAND,None
100,100,RT @Sylvqin: Le mec est furtif ! Qui l'a vu ? #2017LeDébat ,0,2,2,2,0,0,0,None,None
101,101,RT @tristanbelotti: Putain ... j'aime internet 😂 #2017LeDebat ,Nan,0,2,1,0,1,1,Putain,None
102,102,#Presidentielle2017 #Avoté #2017LeDebat #Tulle #Votons #Censure #HenonBeaumont #ToutSaufMacron #JeVoteMarine… ,Nan,2,2,2,0,0,1,"#ToutSaufMacron,#JeVoteMarine",None
103,103,"@Chevalfou2 @TheJeremi8 @laurentbaheux @Pierre_FN_ @greenpeacefr MLP faisait pitié pdt #2017LeDebat , était ridicule…  ",0,2,2,2,0,1,0,MLP,None
104,104,RT @deleteitugly: Meilleur moment du débat #2017LeDebat ,Nan,2,2,1,1,1,1,Meilleur,None
105,105,"RT @EmmanuelMacron: 80% des médicaments sont faits à l'étranger. Comme avec vous , on va taxer les importations , le prix des médicaments aug… ",1,2,2,2,0,1,0,None,None
106,106,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,1,2,2,2,0,1,0,None,None
107,107,RT @MarianneleMag: [VIDEO] Retraite à 60 ans dès 2017 : découvrez le nouveau retournement de veste de Marine Le Pen ! #2017LeDebat ,1,2,2,2,0,1,0,Marine Le Pen,LePen
108,108,"RT @cdion: RIP l'écologie (climat , extinction des espèces , déforestation , pollution de l'air , ressources naturelles...) Rien d'important !#… ",0,0,2,0,1,1,0,RIP,None
109,109,RT @EmmanuelMacron: Vous allez creuser le déficit ou la dette et c'est nos enfants qui payeront. Je ne veux aucune de ces solutions. #2017L… ,0,2,2,2,1,1,1,None,None
110,110,"RT @Freezze: ""Excusez moi mais ... Mais .. Pourrait on évoquer le ... S'il vous plait ? Est ce que ... Oh et puis démerdez vous tiens""  #20… ",Nan,2,2,0,0,1,0,None,None
111,111,"RT @EmmanuelMacron: Madame Le Pen , la France mérite mieux que vous. #2017LeDébat ",1,1,2,1,1,1,1,Madame Le Pen,LePen
112,112,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,1,2,2,2,0,1,0,None,None
113,113,RT @Freezze: RT si t'as rien compris. #2017LeDebat ,0,2,2,2,0,1,0,None,None
114,114,"RT @s_assbague: Impressionnante la manière dont Le Pen enchaîne mensonges sur mensonges ,  amalgames sur amalgames  ; approximations. #2017Le… ",0,2,2,2,0,0,1,None,None
115,115,"RT @Marwan_FX: ""Je vous ai avec courtoisie laissé faire"". Cette simple phrase résume 30 ans de normalisation et de victoire idéologique du… ",1,2,2,2,0,1,0,None,None
116,116,"RT @Marwan_FX: Il faut profondément mépriser son peuple pour n'avoir rien d'autre à lui proposer que peur , division et rejet de l'autre. #2… ",0,0,2,0,0,0,0,None,None
117,117,RT @EmmanuelMacron: La France est une civilisation ouverte. Tout le contraire de ce que vous portez. #2017LeDébat ,Nan,2,2,2,0,0,0,None,None
118,118,RT @hugogelin: Le Pen parle de Macron. Macron parle de la France. #2017LeDebat ,Nan,0,2,0,0,0,0,"Macron,Macron",Macron
119,119,RT @EmmanuelMacron: Ça fait à peu près 3 minutes que Mme Le Pen nous explique sa stratégie pour lutter contre le chômage en France. Elle n'… ,0,2,2,2,0,1,0,France,None
120,120,"RT @gaetan: C’est important s’il vous plait 

#2017LeDebat  ",1,2,2,2,0,0,1,None,None
121,121,RT @AudeBaron: Le Pen qui accuse Macron d'avoir des soutiens louches. Et pendant ce temps... #2017leDebat ,0,2,2,2,0,0,1,Macron,Macron
122,122,RT @Marwan_FX: Attendez calmez vous. J'ai PAS (exactement) dit que je soutenais MLP. J'ai JUSTE dit que j'étais dispo pour un taf début mai… ,Nan,2,2,2,0,0,0,"PAS,MLP,JUSTE",None
123,123,RT @ericcoquerel: Pour répliquer à @MLP_officiel sur le terrorisme @EmmanuelMacron aurait mieux fait de regarder @Simonnet2 #2017LeDebat ht… ,0,2,2,2,1,0,0,None,None
124,124,RT @lDontGiveUp: Quand y a légumes et poisson à la cantine le midi #2017LeDebat ,Nan,2,2,2,1,0,1,None,None
125,125,"RT @Marine2017_EN: 🔴KEY PHRASE ""Mr #Macron , in any case , #France will be governed by a #Woman: either ME or Mrs. #MERKEL !"" #2017LeDebat @M… ",Nan,2,2,2,0,0,0,"KEY,#Macron",Macron
126,126,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,1,2,2,2,0,1,0,None,None
127,127,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,1,2,2,2,0,1,0,None,None
128,128,"RT @EmmanuelMacron: Jamais , contrairement à vous , je n'ai profité de la détresse des gens. #2017LeDébat ",0,2,2,2,0,0,1,None,None
129,129,"RT @MardiMondain: Qui soutenez-vous pour le 2nd tour? 🇫🇷
Lançons le GRAND sondage citoyen!
1•Votez 
2•Retweetez 
#2017LeDebat   
#ElectionP… ",0,2,2,2,0,0,0,GRAND,None
130,130,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,1,2,2,2,0,1,0,None,None
131,131,"RT @NasNacera: Pendant ce temps la à Nice , des électeurs FN croisent les doigts pour.... qu'il y'ait un attentat pour que MLP gagne. #2017L… ",Nan,2,2,2,1,1,0,None,None
132,132,RT @EmmanuelMacron: J'ai passé du temps avec les salariés de Whirlpool. Je ne me suis pas contenté de faire des selfies. #2017LeDébat ,0,2,2,2,0,0,0,Whirlpool,None
133,133,"RT @EmmanuelMacron: Madame Le Pen , vous êtes en train de lire une fiche qui ne correspond pas au dossier que vous avez cité. #2017LeDébat h… ",Nan,2,2,2,0,0,1,Madame Le Pen,LePen
134,134,RT @Alextrxm: moi devant le débat #2017LeDebat ,Nan,2,2,2,0,0,1,None,None
135,135,RT @Jliabht: On peut faire comme dans Chéri c'est moi le Chef et muter MLP svp ? #2017LeDebat ,Nan,2,2,2,0,0,0,"Chéri,MLP",None
136,136,RT @EmmanuelMacron: Le pays vous importe peu. Vous n'avez pas de projet pour lui sinon celui qui consiste à vivre de la peur et des mensong… ,0,0,2,0,0,1,0,None,None
137,137,RT @ErenJaeger95: Normalement #2017LeDébat aurait dû ce passé comme ça 😭😭😭😭 ,1,2,2,2,0,1,0,None,None
138,138,@chrisjaku @MuseeLouvre Oh comme pendant le #2017LeDebat @chrisjaku est d'une efficacité redoutable... 😂 Il dit à 1… ,1,2,2,2,0,0,0,None,None
139,139,RT @EmmanuelMacron: Je n'étais pas ministre quand SFR a été vendu. #2017LeDébat ,Nan,2,2,2,1,1,0,None,None
140,140,RT @EmmanuelMacron: Ça fait à peu près 3 minutes que Mme Le Pen nous explique sa stratégie pour lutter contre le chômage en France. Elle n'… ,0,2,2,2,0,1,0,France,None
141,141,RT @lerirejaune: #2017LeDebat ,Nan,2,2,2,0,0,1,None,None
142,142,"RT @EmmanuelMacron: Face à votre esprit de défaite , je porte un esprit de conquête. Nous sommes forts dans le monde , et je veux le changer.… ",1,2,2,2,1,1,1,Face,None
143,143,"RT @dupontaignan: M.Macron , petit télégraphiste de Mme Merkel , veut appliquer la feuille  de route de Bruxelles avec l'argent des Français.… ",0,2,2,2,0,0,0,"Mme Merkel,Bruxelles,Français",None
144,144,RT @EmmanuelMacron: Vous avez démontré que vous n'êtes pas la candidate d'un débat démocratique ouvert. #2017LeDébat ,Nan,2,2,2,0,1,0,None,None
145,145,RT @lDontGiveUp: Quand y a légumes et poisson à la cantine le midi #2017LeDebat ,Nan,2,2,2,1,0,1,None,None
146,146,RT @hugogelin: Le Pen parle de Macron. Macron parle de la France. #2017LeDebat ,Nan,0,2,0,0,0,0,"Macron,Macron",Macron
147,147,RT @Sylvqin: T'as pas besoin de parler de ton programme si t'insultes l'autre candidat pendant 3h #2017LeDébat ,Nan,2,2,2,0,1,0,None,None
148,148,RT @hugogelin: Le Pen parle de Macron. Macron parle de la France. #2017LeDebat ,Nan,0,2,0,0,0,0,"Macron,Macron",Macron
149,149,RT @julienbellver: Pas une seule note sur la table pour Macron. Une bibliothèque sur celle de MLP #2017LeDébat ,0,2,2,1,1,0,1,"Macron,MLP",Macron
150,150,"RT @BaruchPascal: Le Pen présidente ? 
""Une chaise , une table , un banc sera élu plutôt qu'elle dans ce pays."" #RendezNousMelenchon #LeGrand… ",0,2,2,2,0,1,0,None,None
151,151,RT @Alextrxm: les journalistes quand ils essayent d'intervenir mais qu'ils se font couper la parole  #2017LeDebat ,Nan,2,2,2,0,1,0,None,None
152,152,RT @pandisama_: CEST DE LA POUDRE DE PERLIMPIMPIMMMMMMM SALOOOOOPEEEEEEEE #2017LeDebat ,Nan,2,2,2,0,0,0,"CEST DE LA,POUDRE DE",None
153,153,RT @FRANCE24: 🔴 مباشر - #الانتخابات_الفرنسية 🇫🇷 تابعوا المناظرة بين إيمانويل ماكرون ومارين لوبان مباشرة على فرانس 24 #2017LeDebat ,Nan,2,2,2,0,0,1,"مباشر,تابعوا,بين,إيمانويل,ماكرون,ومارين,لوبان,على",None
154,154,"RT @Marine2017_EN: Mr Macron ! Judicial laxity causes an explosion of insecurity , in our cities as well as in the countryside #2017LeDebat… ",Nan,2,2,2,0,1,0,Macron,Macron
155,155,RT @Freezze: RT si t'as rien compris. #2017LeDebat ,0,2,2,2,0,1,0,None,None
156,156,"RT @NormanDesVideos: J'ai l'impression que vous vous énervez , non c'est vous qui vous énervez , non c'est vous qui vous énervez , non c'est v… ",1,2,0,0,0,0,0,None,None
157,157,RT @Alextrxm: les journalistes quand ils essayent d'intervenir mais qu'ils se font couper la parole  #2017LeDebat ,Nan,2,2,2,0,1,0,None,None
158,158,RT @Sylvqin: T'as pas besoin de parler de ton programme si t'insultes l'autre candidat pendant 3h #2017LeDébat ,Nan,2,2,2,0,1,0,None,None
159,159,Juste ça fait 10 min que je regarde #BFMTV et il parle de la pluie qui a fait retardé la sortie de #Macron. Juste on s'en fou #2017LeDebat ,0,1,2,0,0,0,0,#Macron,Macron
160,160,RT @Sylvqin: T'as pas besoin de parler de ton programme si t'insultes l'autre candidat pendant 3h #2017LeDébat ,Nan,2,2,2,0,1,0,None,None
161,161,RT @deleteitugly: Meilleur moment du débat #2017LeDebat ,Nan,2,2,1,1,1,1,Meilleur,None
162,162,"RT @EmmanuelMacron: Madame Le Pen , la France mérite mieux que vous. #2017LeDébat ",1,1,2,1,1,1,1,Madame Le Pen,LePen
163,163,RT @Freezze: C'est bon elle a vrillé complet #2017LeDebat ,1,2,2,2,0,0,0,None,None
164,164,RT @Sylvqin: T'as pas besoin de parler de ton programme si t'insultes l'autre candidat pendant 3h #2017LeDébat ,Nan,2,2,2,0,1,0,None,None
