'Tiens une pub de Nolwenn Leroy sur #TF1 avant l'élection de #MissFrance...',Nan
'@SSestimations Nous animons un LT autour de l'élection de #MissFrance :)',Nan
'★ Miss France ★ Election et érections ce soir! Quelle morue va représenter la France en 2012 ?  #MissFrance',0
'Miss France on va bien rigoler #TF1',Nan
'Miss France : Nolw Leroy ne peut pas chanter mais Obispo peut y lancer sa comédie musicale. Accord avec #TF1 ? Étonnant -) #MissFrance2012',Nan
'LOL “@___DSK___: Mouchoirs et caleçons de rechange je suis prêt pour la cérémonie des Miss France. #missfrance”',Nan
'à toutes celles qui rêvent de participer à Miss France je vous rappelle que la taille requise et de 1.70m. ça calme hein ? #missfrance',Nan
'Ce soir élection de Miss Fin du Monde. #TF1',Nan
'Pipi eau twitter TF1 ... Je suis prete pour Miss France !!!',Nan
'La Miss Champagne-Ardenne ... c'est toujours pas ça ! On a pourtant des belles femmes dans notre région... #MissFrance #ChampagneArdenne',0
'@StephPqrJcq Brest mem' #bzhpowa #tf1',Nan
'c'est assez! “@Meurseault: Miss France sur TF1 et télé-Thons sur france2 ... Il passent le même programme donc...” #baleine',Nan
'Bon ce soir c'est élection #missfrance!! Ne cherchez pas à voter je ne me suis pas presentée cette année ',Nan
'Laury Thilleman devra bientôt dire bye bye à sa couronne :) #Missfrance',Nan
'Video : Miss France 2012 choisissez c'est ce soir sur TF1: 33 jeunes filles sont en piste pour gagn...  Vidéo buzz',Nan
'#missfrance !!!! Aller Picardie et Roussillon :D',1
'@Laurielle_UR_JB regarde miss france ca commence mtn sur tf1 g oublie c a kel h',Nan
'Ce soir il y a celle qui vont bader devant Miss France et ceux qui vont bav(nd)er. #missfrance',Nan
'#MissFrance: ce soir spéciale élection de la meilleure p*te made in Endemol #teamgenevieve',Nan
'Ce soir je ne suis pas là je squatte le compte @Artdeseduire pour le Livetweet de Miss France 2012. Je pars sur le # #MissFrance. Adieu.',Nan
'Sa devrait être facile de trouver plus belle que Laury Thilleman pour la nouvelle miss france. #TF1',0
'#nw - Election Miss France 2012. - #TF1',Nan
'Tout le monde sur TF1 pour l'Election Miss France 2012! #CoupDePub En général je cautionne pas ces gros coups mais là... C'est un culte.',Nan
'Attention ! Prise d'antenne imminente !! On se prépare on s'installe et on regarde #missfrance sur #TF1 en direct de #Brest',Nan
'Miss France tonight ? #TF1',Nan
'Ce soir je vais largement critiquer les Miss France #MissFrance #TF1',Nan
'Elles sont pas top les MissFrance cette année..',0
'Election of Miss France 2O12 tonight on #TF1 channel #TeamFollowBack #FollowBack #FollowMeIFolloWu',Nan
'apres le JT ils ont dit : Tout de suite Miss France -- ça va faire 1 quart d'heire qu'on attend mais bon #MissFrance',Nan
'apres le JT ils ont dit : Tout de suite Miss France -- ça va faire 1 quart d'heure qu'on attend mais bon #MissFrance',Nan
'Et c'est la soirée dindes sur TF1 ... #missfrance2012',Nan
'Miss France commence. :) #TF1',Nan
'Miss France 2012 : suivez le prime en direct - News Election de Miss France 2012 - TF1 ,Nan
'Go #MissFrance ... Picardie Provence Languedoc Bretagne Poitou Charente ... Voilà voilà !',Nan
'Miss france et ses 185759 sponsors.. #MissFrance',Nan
'Watching Miss France #TF1',Nan
'#MissFrance ... Lest's Go !! @LauryThilleman sublime ♥',1
'Miss france #tf1',Nan
'Toujours la même chanson depuis 50 ans xD #MissFrance',Nan
'Nw Miss France #TF1',Nan
'Miss France commence #MissFrance #TF1',Nan
'@StoriaGiovanna Je ne sais pas sije vais tenir jusqu'au bout... Sylvie Tellier me donne déjà la gerbe #MissFrance',0
'Watching Miss France hehe I'm a dork! :) #missfrance',Nan
'Miss France Commence Maintenant !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #TF1',Nan
'A sa commence Miss France 2011 #TF1',Nan
'#missFrance ou comment sourire comme une conne pendant 3 bonnes heures ... Bonne soirée :)',1
'Miss France version KKK. #TF1',0
'ouhouh ambiance Druides à Brocéliande à Penfeld! #missfrance2012 #TF1',Nan
'le sourire légendaire des miss France. #missfrance',1
'J'aime leur robe ! #MissFrance',1
'Ce soir je suis en mode #MissFrance rien que pour les robes *-*',Nan
'#NW: Miss France #TF1',Nan
'#LaRéunion c'est partie pour #MissFrance et tous le 974 pour @MariePayet',Nan
'Devant Miss France !! #TF1',Nan
'Miss France sur TF1 =&gt Où comment zapper. #ToutUnArt',Nan
'Elle est où la Bretagne?!? #TF1',Nan
'#NowWatching : Miss France #TF1 Tié prête @EyeCandee ? Lool',Nan
'Elles sont belles leurs robes. #MissFrance #TF1',1
'Eléctions Miss France NOW ! #TF1',Nan
'J'aime pas leurs robes. #missfrance',0
'Je reve ou une des candidates de Miss France est tombee ?! AHAHAHHAHHAHAHA #TF1',Nan
'très jolie robe pour ce 1er défilé #missfrance',1
'Je veux voir la Miss Centre #TF1',Nan
'Miss Provence doit gagner !#MissFrance',Nan
'#NW Miss France #TF1 #Like',Nan
'Oh Lorie ma femme #MissFrance',Nan
'Lorie est trop trop belle !!!!! ♥ #MissFrance',1
'Sympa le décolleté de Lorie ! #MissFrance #TF1',1
'Un peu kitch le jury cette année! #MissFrance #TF1',0
'Mdr elle fait quoi Lorie dans le jurie ? #MissFrance',Nan
'La rousse comment elle défile purée. (Miss Ile de France.) C'est hard. #Missfrance',Nan
'C'est quoi ce jury de merde? #MissFrance #TF1',0
'#missfrance le problème c'est que le jour de l'élection elles se ressemblent toutes...!',Nan
'Spacer de Sheila pour le premier défilé des Miss crispées regards en bas sur l'escalier. #MissFrance #TF1',0
'Elle fout quoi Lorie là-bas d'abord ? #MissFrance',Nan
'@Sofia_Essaidi la plus belle ce soir ! #SofiaEssaidi #missfrance',1
'Miss Corse est moche #MissFrance',0
'Tiens c'est parti pour le défilé de sourires freedent #missfrance #tf1',0
'Oh Sofia Essaidi dans le jury #missfrance ! Même elle est plus magnifique que les miss !',1
'Je trouve que c'est un jury de merde... #TF1',0
'Whouaaah Miss Guadeloupe ! Visuel on diraaaaiiiit !!! #MissFrance',Nan
'Miss guadeloupe c'est la plus belle !!! #MissFrance',1
'#MissFrance Miss Martinique une THONNE',0
'Miss Normandie est moche #MissFrance criticage x)',0
'Miss Côte d'Azur totalement à la ramasse niveau choré #MissFrance',0
'je trouve que le Jury est merdique #MissFrance de quoi Lorie ou encore Pascal Obispo démarre pour juger des miss ! Ils sont que chanteurs',0
'Miss Normandie n'est pas très belle #MissFrance',0
'#missfrance c'est parti on a déjà failli perdre Languedoc-Roussillon',Nan
'Première petite glissade d'une Miss au sourire en coin. #MissFrance #TF1',Nan
'Oh mon Dieu la tête de Miss Alsace! #missfrance',Nan
'je rappel que la gagnante de ce soir repart avec 1 voir 2 membres du jury pour jouer avec son membre -) lol #MissFrance',Nan
'Miss Centre est à couper le souffle !!!! #MissFrance GOSH',1
"'Une élection sous le signe de la modernité arrivée sur ""spacer"" de Sheila #missfrance'",Nan
'Miss Corse a un tête de cochon #MissFrance',0
'Les robes son très jolies #MissFrance',1
'Miss Centre (donc de chez moi) est trop laide OMG #MissFrance',0
'Le télé Thon a commencé sur TF1 un jury composé des grands chefs ? #TF1',Nan
'Miss Guyane est Belle ! #MissFrance #TF1',1
'Resplandissante @Sofia_Essaidi !! #TF1',1
'Miss Martinique ressemble à celle qui chante Mr Sainte Nitouche... #MissFrance',0
'Miss Centre est pas mal pour une fois ! Je vote oui !! #missfrance',1
'@DenisBrogniart et @LorieOfficiel deja en train de discuter alors que sa commence juste #TF1',Nan
'Miss Lorraine est un VRAI THON #TF1',0
'J'ai vu Miss Pays de Loire elle est assez belle.#MissFrance',1
'OMG la Miss Bretagne elle est cheeeuuum ! #MissFrance',0
'Ah #MissFrance commence ! Miss Saint-Pierre-et-Miquelon a failli se vautrer dans une robe blanche de mariage mal coupée. Ça part fort !',0
'Les robes sont belles ... #MissFrance 2012 ...',1
'Sourire forcé #tf1',0
'Miss France c'est soit Tahiti ou Guadeloupe ! bref tchao salut #tf1',Nan
'Miss Bretagne elle est pas si belle que ça ... #TF1',0
'Miss Tahiti ressemble à Teheiura ! #kohLanta #MissFrance',Nan
'Miss Normandie est moche ! #MissFrance',0
'je me demande dans qu'elle ville a était élu Miss Alsace ##missfrance',Nan
'#çaménèrve toutes ses sourires figés chez les #MissFrance !!! #TF1',0
'ce soir je serait la plus belle pour aller danser avec mes talons aiguilles de 7 cm. #MissFrance',Nan
'HO merde ya une rousse dans les #MissFrance WTF!! #Mauvaisesélection',Nan
'La miss Martinique de cette année est crevax celle de l'année dernière c'était une bombe atomique ! #missfrance',0
'Les robes sont pas mal #MissFrance',1
'#missfrance miss Bretagne elle est grave moche. Je vous le dis.',0
'Miss Mayotte &gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt&gt #TF1',Nan
'#MissFrance @MariePayet soutener la #LaRéunion',1
'miss Bretagne elle est vraiment moche. #missfrance',0
'ouais cool ce soir Les Miss France Sur TF1',1
'Brest powa #MissFrance',Nan
'Maintenant qu'Endemol a totalement repris les rennes de #MissFrance le défilé en maillot se passe en topless c'est ça?',Nan
'Une chanson dure 5 minute elles font que de se tremousser et de marcher. Moi aussi j'peux l'faire. #MissFrance.',Nan
'En Bretagne Coool #missfrance',1
'Devant Miss France #TF1',Nan
"'Celle du ""Nord pas de Calais"" je trouve elle est jolie. Faut que je regarde aussi Languedoc roussillon je suis née dans le gare. #Missfrance'",1
'Miss Bretagne est immonde #missfrance',0
'. @pharebreton ah quand Miss France Geek ? #missfrance',Nan
'Pourquoi elle sont toutes en robes de mariée ces petasse #MissFrance',Nan
'Go magnifique :) #MissFrance #MissLanguedoc #MissProvence',1
'Miss France commence sur TF1 !',Nan
'Miss Gwada elle est joooolie ! #MissFrance',1
'Miss Provence il n'y a pas photo !  #missfrance',1
'Parcontre Miss Guadeloupe a toutes ses chances ! #MissFrance',Nan
'Sofia Essaidi elle est super belle qd meme #MissFrance',1
'Tout sa pour laissé Jean-Pierre se préparer en coulisse. A j'te jure ! #TF1',Nan
'Ca faisait longtemps qu'on a plus vu Jean Pierre Foucault à la présentation #MissFrance',Nan
'La Bretagne. Wesssshh wesssshh ! #MissFrance',1
'Laury Thilleman forever ! #missfrance',1
'Miss Guadeloupe elle est belle #MissFrance #TF1',1
'Elles sont pas très jojo les Miss #TF1',0
'J'aime pas le sourire des miss france c'est tellement faux et forcé. #MissFrance',0
'Languedoc est magnifique. #MissFrance',1
'@carlitoooh Regarde TF1 il y a Miss France 2012.',Nan
'Aaaaah Alain Delon !! Même a 76 ans je le trouve incroyablement charmant !! #missfrance',1
'Viva Jean-Pierre Foucault !!! #missfrance',1
'Miss Bretagne à Brest vous êtes sérieux #MissFrance là ? OK le spectateur vote à 100%.',Nan
'Miss Bretagne fait honte à celle-ci ! #TF1',0
'Corse Bretagne aucune chance. la suite dès que je les ai vues #missfrance',Nan
'Miss Picardie 2011 - Miss France 2012 - MYTF1 ,Nan
'Alain Delon a surtout besoin de sous #MissFrance',Nan
'Allez Miss France choisie à 100% par les français... Je tremble d'avance #MissFrance',Nan
'Miss France 2012.. et si c'était la dernière? #MissFrance #FinDuMonde',Nan
'Moi je suis pour Miss Picardie #TF1',1
'Tema regardez les avec leur sourires la je suis sure qu'elles ont mal aux joues. #TF1',Nan
'Sylvie Tellier je l'ai jamais trouvé si extra que ça ... #missfrance',0
'Elles ont de ces robes *_* #MissFrance',Nan
'Pour l'instant faut pas trop s'attacher le jury a déjà décidé d'en viré 21 #missfrance',Nan
'J'aime bcp les robes des miss. Je veux la meme a mon mariage #MissFrance',0
'Miss Guadeloupe susu rpz #missfrance (cc @Kimy_Mayliss_T )',Nan
'Le défilé des wannabe vétérinaires is on!! #MissFrance',Nan
'#MissFrance Sylvie Tellier devrait faire gaffe le vert porte malheur',Nan
'Le plus grand acteur Français? Alain Delon ! Nan mais la blague du mois quoi --' #Tf1',0
'c'est quoi cette robe verte quelle porte #missfrance',0
'BOns Entrée d'Alain Delon sur une musique qui ravage tout! Bam. #MissFrance',1
'Alain Delon et @SylvieTellier font leur entrée #MissFrance',Nan
'Sylvie Tellier est sublime #MissFrance',1
'Ca lui va bien cette robe verte à Geneviève ! #MissFrance',1
'C'est quoi ces musiques de merdes la ? #MissFrance',0
'Mais Sylvie c'est quoi cette robe? #MissFrance',0
'La jolie robe émeraude de Sylvie Tellier. #MissFrance #TF1',1
'Faut vraiment qu'ils arrêtent avec leurs musiques de merde là ! C'est plus possible ! #MissFrance',0
'Je trouve Sylvie Tellier vraiment moche. Elle avait totalement volé son titre de #MissFrance à l'époque. Et Delon président d'honneur euh..',0
'Miss France &lt3 #TF1',Nan
'la robe vert c'est ... (on a dit pas le physique) #missfrance',Nan
'La coupe de Sylvie Tellier ? Comment dire... Horrible. #MissFrance',0
'#MissFrance Moi j'attends les présentation pour savoir laquelle je préfère',Nan
'Miss Centre qui se casse la figure 3 secondes après le début de la danse #MissFrance',Nan
'Sylvie Tellier croit que les applaudissements sont pour elle #missfrance',Nan
'Sylvie Tellier était moche quand elle a été élue miss france. Elle est encore plus moche ce soir. #MissFrance',0
'J'ai une grosse pensée à la famille de Célia qui assiste à ce spectacle ♥ #MissFrance',Nan
'on va dire que miss Langudeoc Roussillon est POTABLE . #TF1',1
'Sylvie Tellier est toujours aussi moche. On se demande comment elle a pu être élu Miss France un jour #TF1',0
'Leurs robe sont magnifiques. *o* #TF1',1
'Miss france sur #TF1 #fb',Nan
'Rendez-nous Geneviève et ses chapeaux !!! Sylvie Tellier ce n'est pas possible... #missfrance',Nan
'Sylvie Tellier a des dents pour toute sa vie... #MissFrance #TF1',Nan
'Heureusement DSK s'est décommandé pour le jury il est retenu sans sa loge. #TF1',Nan
'Ohlala. Miss France 2012 sur #TF1 . J'ai toujours rêvé qu'une miss se casse la gueule. Ça serait rigolo . (a) .',Nan
'Alain Delon a manifestemment abusé du champ' en coulisse #missfrance',Nan
'#MissFrance Alain Delon a choisi de devenir grand pdt des miss à vie pour les tripoter en coulisses non?',Nan
'Yuk la robe verte #MissFrance.',0
'Et Une fois de plus Alain Delon entre sur le piano mécanique de Borsalino #raslebol #missfrance',Nan
'Dieu du Pas-de-Calais fait que cette année nous ayons une Ch'ti #MissFrance ^L^)',Nan
'La chanson bien pourri derrière quand Alain Delon arrive #MissFrance',0
'Moi j'aime bien Sylvie Tellier c'était Miss Lyon #MissFrance',1
'Lorie. Oh joie et bonheur #MissFrance',Nan
'#MissFrance2012 #TF1 c'est moi ou Sylvie Tellier a grossi???',0
'#Missfrance j'aime pas Sylvie Tellier elle se la pète trop.',0
'Miss Guadeloupe et Miss Mayotte et puis c'est tout ! *o* #MissFrance',Nan
'J'ai la flemme de regarder Miss France je regarderai le replay. En plus ça beug sur le site tf1.',Nan
'Alain Delon a vraiment trop la classe !! #MissFrance',1
'“@___DSK___: Mouchoirs et caleçons de rechange je suis prêt pour la cérémonie des Miss France. #missfrance” hehe k asco!',Nan
'si vous plais pas trop un gros plan sur Lorie #TF1 #MissFrance',Nan
'Ce moment gênant que tu te rends compte que Miss Guyane est ta voisine du dessous.. #MissFrance',Nan
'Mdr Francis Huster jury de #MissFrance ! Est ce une blague (de mauvais goût) ?',0
'La Bretagne c'est à côté de chez moi enfin pas loin quoi. #MissFrance',Nan
'Même si la couleur est un peu trop voyant j'adore trop la robe de Sylvie Tellier. wow #MissFrance',0
'Elles doivent avoir mal au lèvre à force de sourire non? #MissFrance',Nan
'Alors qu'est ce ca donne#missfrance2012#tf1',Nan
'Il y a une chanson de Vincent Delerm qui parle des #missfrance.',Nan
'On est tous pour Miss Normandie ! #TF1',1
'Moi le truc que je préfère c'est les présentations des miss une par une. Leur petite danse pourrie la je dis non. #MissFrance',0
'Les robes de soirée des meufs dans le public ne sont pas bonnes du tout #missfrance',0
'Lorie!!!!!! #MissFrance',Nan
'Sylvie Tellier on diraiT une bouteille de Perrier. #vert #MissFrance #TF1',Nan
'Miss Guadeloupe elle est belle :) #MissFrance',1
'Francis Huster revient à la vie à chaque élection de #MissFrance ... (cc @LisePressac @LeTelegramme )',Nan
'Honnetement pour moi la Miss France ce soir c'est @Sofia_Essaidi elle est resplendissante !!!!! #MissFrance',1
'Lorie? Sérieusement? #missfrance',Nan
'J'ai toujours le seum de la manière dont ils ont boycott Miss Réunion pour faire gagner une vendeuse de poisson l'année passée #MissFrance',Nan
'Alain Delon se fait appeler monsieur le président et personne ne rigole. Hollande doit se dire qu'il aurait du s'intéresser à #MissFrance',Nan
'#MissFrance Sylvie Tellier a une tête de poisson mais lequel?',0
'Elles ont des belles robes en tt K . #MissFrance #TF1',1
'Qu'est ce qu'elle est moche Lorie ce soir! #MissFrance',0
'Un parc des expo de Penfeld complètement méconnaissable... Lol on attend pour faire un Zénith?#MissFrance #Brest',Nan
'Je vais m'ennuyer ce soir devant la tv là!!! Vivement l'élection de #MissBlackFR #MissFrance',Nan
'C'est pas ses vrais cheveux à Lorie #tf1',0
'Lorie jury #MissFrance #WTF Oo',Nan
'Regarde Miss France 2012 sur #TF1',Nan
'Lorie = Barbie ? #tf1',Nan
'Lorie t'as des extensions #grillé #MissFrance',Nan
'Lorie ressemble a une barbie conme ca #Missfrance.',0
'Contraste entre #TF1 et #France2. D'un côté les robes les bijoux et de l'autre les fauteuils les maladies. Cherchez l'erreur.',Nan
'Lorie m'a fait peur. #MissFrance',0
'Faut que je repère ma miss! Elle est ou Miss Lorraine ? #TF1',Nan
'Il fallait bien qu'elle se recycle quelque part Lorie #missfrance',Nan
'Lorie fait trop sa sérieuse ! #TF1',0
'Lorie est vivante ? #BlaguePasDrôleJeSors #MissFrance',Nan
'Lorie : no comment #MissFrance',Nan
'La robe de Lorie est trop trop belle !!!',1
'Lorie et ses rajouts oh mon dieu c'est moche #missfrance',0
'Lorie vient parce qu'elle veut montrer qu'elle est toujours vivante ?? Lamentable #MissFrance',0
'Lorie quesque tu fou ici serieux #MissFrance',Nan
'Sofia Essaidi est trop belle. #MissFrance',Nan
'Lorie à côté de Hardy c'est normal... #tf1 #MissFrance',Nan
'Pourquoi y'a Lorie ? #MissFrance',Nan
'le préambule kiss-ass pour Alain Delon est so useless #MissFrance',0
'malheureusement les plus bombasses sont dans le jury #MissFrance',1
'horrible la robe verte #missfrance',0
'euuh Lorie elle a pas froid aux seins? #missfrance',Nan
'Sophie ...euh...Sofia Essaïdi. Bien joué Delon #MissFrance',Nan
'Un vieux jury !!! :O #MissFrance',0
'Sylvie Tellier a grossi #ça me console suis pas la seule!!!! #MissFrance',0
'Et dire que j'adorais Lorie quand j'étais petite.. #TF1',1
'waouh Lorie montre ses seins... elle veut vendre des albuls??? #missfrance',Nan
'Pour les gonzesses du jury la consigne c'était de montrer le plus de #boobs possible ? #missFrance',Nan
'J'adore la robe de Lorie !! #MissFrance',1
'@LorieOfficiel et @Sofia_Essaidi sont juste magnifique ce soir je trouve #missfrance',1
'Ca se voit que c'est Endemol... On voit un peu plus de peau... #MissFrance #Lorie',Nan
'Le jury de #missfrance c'est un mix entre des has been et des amis de #TF1 ...',1
'Lorie : vive le postiche. #MissFrance',1
'Sa deja commncer sr tf1 #missfrance2012',Nan
'Lorie toujours aussi moche . #MissFrance',0
'Alain Delon il supporte pas le chouchen. #missfrance',Nan
'Les jurys sont pas mal cette année #Missfrance',1
'#missfrance Sylvie Tellier a vraiment été Miss France ?! Avec le même maquilleur ??',Nan
'Pourquoi il y a des chanteurs dans le jury #MissFrance',Nan
'Je croit que Lorie veut nous dire qu'elle est enfin une femme ... #TF1 #MissFrance',Nan
'Lorie? Euuuuh? #missfrance.',Nan
'Lorie nous a sortit une coiffure de merde... #missfrance',0
'Dans le jury Linda Hardy Lorie Sofia Essaidi Pascal Obispo Denis Brogniart et Francis Huster en VP. #MissFrance #TF1',Nan
'Quel est belle @Sofia_Essaidi #missfrance',1
'Sympa le décolleté Lorie... #MissFrance',1
'euuuuhhhh lorie faut cesser...la robe est inadequate #missfrance',0
'Iiii fout Missié Delon ka sem mwen y boulé #tf1 #missfrance',Nan
'ça y est le spectacle comique commence #missfrance',Nan
'le jury est pété comme d'hab #missfrance',0
'Lorie c'est trop dévergondée elle est dégueulasse ! #missfrance',0
'Alain Delon il serait pas un peu pompette...? #missfrance2012 #tf1',0
'Événement #MissFrance &gt le come back de #Lorie les mecs !',Nan
'#Lorie a-t-elle loué un visage en plus d'une robe pour assister aux #MissFrance?',Nan
'Comment je l'aime pas la Lorie là !!! #MissFrance',0
'Quelqu'un pourrait m'expliquer la présence de Lorie dans le jury ? #MissFrance #TF1',Nan
'jury de ouf quand même!! ça donne envie! #missfrance',1
'Lorie ! Euh tout le monde l'a oubliée ptdr. #MissFrance',Nan
'Je zappais entre les handicapés physiques et les handicapés mentaux et là LA : Depuis quand Lorie est devenue une putain ? #missfrance',0
'Les cheveux d'Alain Delon c'est pas du vrai gris naturel non non. #missfrance',0
'Lorie on dirait une vieille duchesse ! #MissFrance',0
'Euuuh ... Le présentateur de Koh Lanta fait parti du jury .. #Bahouicestlogique ( OU PAS ) #MissFrance',Nan
'Je l'avais oublié Lorie mdrr #MissFrance #TF1',Nan
'Sylvie Tellier. y'a le Joe Bar Team qu'a appelé ils voudraient récupérer leur casque. #missFrance',Nan
'Alain Delon ne connait pas le nom de Sofia Essaidi. #CaCestFait #MissFrance',Nan
'Lorie pourrait être à poil ça serait pareil ! #MissFrance',Nan
'Lorie pourquoi ce postiche ? Mais pourquoi!? #MissFrance',0
'J'ai cru voir Sheilla dans les jury!!! euh non en fait c'est Lorie #MissFrance',Nan
"'Je me dit ""Lol y'a du bruit là? Mettez Justin dans le jury et LA y'aura du bruit."" #itsabelieberthing #TF1'",Nan
'C'est quoi ce jury de jeunes là ?! Y'a plus Mme De Fontenay c'est la fête ou bien ?! #MissFrance #TF1',0
'Je peux balancer maintenant: les perdantes doivent coucher avec A. Delon. C'est pour ça qu'elles pleurent quand elles perdent. #MissFrance',Nan
'C'est quoi la robe de Lorie ? #missfrance',Nan
'Je vous avais dit que Teheiura était dans les Miss n'est-ce pas @DenisBrogniart ? #MissFrance',Nan
'Le jury est présenté : Alain Delon Francis Huster Denis Brogniart Sofia Essaïdi Linda Hardy Lorie et Pascal Obispo. #MissFrance',Nan
'Lorie a survécu à la Tecktonik ? #TF1',Nan
'Sylvie Tellier est-elle au courant que le vert porte malheur sur un plateau #MissFrance',Nan
'Lorie n'a pas mis de soutif' toujours en mode ado rebelle celle-là #missfrance',0
'Nan sérieux c'est qui la Barbie avec une robe verte ? #MissFrance',Nan
'si le calendrier Maya ne se trompe point c'est la dernière élection de miss france. #MissFrance',Nan
"'Alain Delon il a trop cru que dire "" #MissFrance 2012 "" c'etait un trick de fou . Qu'il dorme avec son faux suspense la'",Nan
'Très moche sa robe à la blonde. #TF1',0
'Alain Delon aime tout le monde ce soir ! Vrai ou Fake ? #MissFrance',Nan
'Président à vie ? ça risque d'être marrant quand il sera bien sénile le père Delon #MissFrance #TF1',0
'Moi je pense quand même à notre Geneviève Nationale sans elle c'est pas vraiment Miss France! Tu nous manques Geneviève!!!!! #MissFrance',Nan
'Lorie c'est la blague du samedi ? #MissFrance',0
"'Ouais enfin ""chorégraphies"" #MissFrance'",Nan
'Le sourire figé de Sylvie Tellier. #MissFrance #TF1',0
"'Delon ne sait même pas parler français "" Je déclare ouvert la cérémonie"" !!! #missFrance'",Nan
'Sylvie Tellier va porter la poisse à tous le monde avec sa robe verte. #missfrance',0
'Je suis la seule à avoir vu Miss Centre tomber en descendant les marches ? #missfrance',Nan
'J'vote pour Sofia Essaidi. Elle est plus belle que les miss. #MissFrance',0
'Lorie essayer d'augmenter sa cote de popularité en étant le jury #MissFrance',Nan
'J'ai du mal à croire que Sylvie Tellier ait pu être Miss France... Les gens qui ont sa tête on se fout de leur gueule dans mon lycée ! #TF1',0
'Miss France sur #TF1... Euh non merci :)',Nan
'Miss France 2011 n'a servi à rien. Pour 2012 on VEUT du scandale ! On veut de la polémique ! #MissFrance',0
'Je déclare la cérémonie Miss France 2010 ouverte #MissFrance',Nan
'Comment Sylvie Tellier a pu devenir #MissFrance ? En tout cas elle s'arrange pas avec les années et puis ce maquillage horrible.',0
'On va voir si la Miss Lorraine est potable cette année! #MissFrance',Nan
'Miss Bourgogne is my classamte Virginie's Best Friend ! VOTE FOR HER PLEASE! :) #MissFrance',Nan
'Sylvie Tellier t'es froide tu me fais peur :( #MissFrance',0
'Lorie est là juste pour la promo de son album. #TF1 #MissFrance',Nan
'Édition potiche je veux Lorie !!! #MissFrance',0
'#MissFrance Lorie dans le jury : aucune légitimité',0
'Dos bloqué mais impatient de savoir qui sera la Miss France de la fin du monde! #missfrance',Nan
'Miss Languedoc : Belle #MissFrance',1
'rpz Miss Languedoc en premier ! héhéhéhéhéhé #missFrance',Nan
'La miss de ma région est encore trop moche --' VDM #missfrance',0
'J'aime son sourire #missfrance',1
'Miss Languedoc s'appelle Alison. Ca me rappelle Jordy. -1/10. #MissFrance',Nan
'Moi aussi je vais me presenter à Miss France l'année prochaine ! VOILA ! #MissFrance',Nan
'Oui oui je confirme. Miss Languedoc est la plus jolie. #MissFrance.',1
'Pas mal la Miss Languedoc ! 19/20 #TF1 #MissFrance',1
"'""je suis plutôt naturelle"" ... of course Miss Languedoc #missfrance'",1
'Lorie membre du jury ? Ils auraient pu choisir mieux ! #TF1',0
'Elle est belle Miss Languedoc ! #MissFrance',1
'Les portraits ! Languedoc : AMOUR. ♥ #MissFrance',1
'Miss Languedoc je dis non #TF1',0
'Languedoc : pas mal vraiment. #MissFrance',1
'Miss Languedoc est joulie #MissFrance',1
'Oh trop trop belle Miss Languedoc!! :) #MissFrance',1
'Miss Languedoc est vraiment belle et simple j'adhère ! (y) #TF1',1
